cluster_labels,habitat_mask,plot_key,snic_clusters,stand_clusters
2.0,1,21.574184_85.390018,577133673,12
2.0,1,21.574526_85.389458,-933542644,12
2.0,1,21.574774_85.38847,-2087319813,3
2.0,1,21.574844_85.390232,211814267,19
2.0,1,21.575176_85.390956,211814267,19
2.0,1,21.57564_85.38927,1161591428,8
1.0,1,21.575764_85.387851,650309648,1
,0,21.614841_85.407242,-1813006447,119
