cluster_labels,habitat_mask,plot_key,snic_clusters,stand_clusters
5.0,1,21.574184_85.390018,577133673,11
5.0,1,21.574526_85.389458,-933542644,11
5.0,1,21.574774_85.38847,-933542644,11
5.0,1,21.574844_85.390232,161521660,19
5.0,1,21.575176_85.390956,161521660,19
3.0,1,21.57564_85.38927,1161591428,14
4.0,1,21.575764_85.387851,1271675973,6
,0,21.614841_85.407242,-179588852,98
