cluster_labels,habitat_mask,plot_key,snic_clusters,stand_clusters
3.0,1,21.574184_85.390018,-1323585065,25
3.0,1,21.574526_85.389458,476273567,15
3.0,1,21.574774_85.38847,-168129062,15
1.0,1,21.574844_85.390232,1375269580,23
2.0,1,21.575176_85.390956,-425194348,42
1.0,1,21.57564_85.38927,-1744143076,23
1.0,1,21.575764_85.387851,1793653335,10
,0,21.614841_85.407242,-648409763,173
