cluster_labels,habitat_mask,plot_key,snic_clusters,stand_clusters
1.0,1,21.574184_85.390018,577133673,12
1.0,1,21.574526_85.389458,-933542644,12
1.0,1,21.574774_85.38847,-933542644,12
5.0,1,21.574844_85.390232,161521660,21
5.0,1,21.575176_85.390956,161521660,21
1.0,1,21.57564_85.38927,1161591428,15
1.0,1,21.575764_85.387851,1271675973,6
,0,21.614841_85.407242,-300589111,98
