plot_key,lat6,lon6,district,block,habitation,site_polygon,n_records,n_trees,loreys_h_m,loreys_h_tree_m,h_top5_m,crown_cover_pct,sal_ba_frac,n_species,dbh_mean_cm,no_tree_record,sp_ba_json,v120_3ha_merged_id,v120_3ha_merged_cluster,v120_3ha_merged_area_ha,v120_3ha_merged_bdist_m,v120_3ha_snic_id,v120_3ha_snic_cluster,v120_3ha_snic_area_ha,v120_3ha_snic_bdist_m,v120_3ha_dissolved_id,v120_3ha_dissolved_cluster,v120_3ha_dissolved_area_ha,v120_3ha_dissolved_bdist_m
18.590826_82.820535,18.590826,82.820535,KORAPUT,SEMILIGUDA,HATIMUNDA,,18,9,6.9325598630242,7.015489951056962,7.8,13.0,0.0,9,19.947419534184217,False,"{""artocarpus heterophyllus"": 97.482, ""bixa orellana"": 215.177, ""cassia fistula"": 215.177, ""cipadessa baccifera"": 2.865, ""cycas circinalis"": 13.449, ""diospyros melanoxylon"": 277.009, ""emblica officinal"": 215.177, ""euphorbia nivulia"": 1.989, ""euphorbia royleana"": 6.446, ""ficus benghalensis"": 616.248, ""flacourtia indica"": 11.459, ""holarrhena antidysenterica"": 5.093, ""lantana camara"": 2.865, ""mangifera indica"": 574.947, ""mimosa pudica"": 5.093, ""rauwolfia serpentina"": 7.958, ""syzygium cumini"": 630.333, ""termanalia chebula"": 215.177}",122.0,3.0,2.647946898705823,10.519795323298315,468863208.0,3.0,1.394184458136879,10.519795323298315,293.0,3.0,9.334143273771481,9.276601032844944
18.590907_82.822339,18.590907,82.822339,KORAPUT,SEMILIGUDA,HATIMUNDA,,18,9,8.574280214261801,8.585702306079666,9.4,13.0,0.0,9,15.349610067085017,False,"{""artocarpus heterophyllus"": 215.177, ""bixa orellana"": 49.736, ""calotropis gigantea"": 0.318, ""cipadessa baccifera"": 0.318, ""cycas circinalis"": 0.318, ""diospyros melanoxylon"": 133.77, ""emblica officinal"": 103.132, ""euphorbia royleana"": 0.318, ""ficus benghalensis"": 249.555, ""gardenia gummifera"": 0.318, ""lantana camara"": 0.318, ""mangifera indica"": 644.578, ""murraya paniculata"": 0.318, ""psidium guajava"": 71.62, ""syzygium cumini"": 215.177, ""terminalia arjuna"": 215.177, ""woodfordia fruticosa"": 0.716, ""ziziphus oenoplia"": 0.716}",128.0,4.0,2.778335703951799,14.8199036945474,2122797404.0,4.0,1.323971992303795,14.8199036945474,289.0,4.0,47.38891859310937,38.500337458650066
18.591008_82.821617,18.591008,82.821617,KORAPUT,SEMILIGUDA,HATIMUNDA,,18,9,7.946635220125788,8.141344168387398,8.4,13.0,0.0,9,17.330204914450825,False,"{""anthocephalus chinensis"": 240.722, ""aphanamixis polystachya"": 574.947, ""azadirachta indica"": 241.438, ""bixa orellana"": 103.132, ""bombax ceiba"": 17.905, ""cassia fistula"": 13.449, ""diospyros melanoxylon"": 176.742, ""emblica officinal"": 121.037, ""ficus benghalensis"": 17.905, ""mangifera indica"": 656.037, ""soymida ferbrifuga"": 97.482, ""termanalia chebula"": 240.722, ""terminalia alata"": 13.449, ""wrightia arborea"": 15.597}",122.0,3.0,2.647946898705823,26.94591041139966,-64722011.0,3.0,0.5717155140315215,11.240349345499181,293.0,3.0,9.334143273771481,30.471534214624366
18.591102_82.824347,18.591102,82.824347,KORAPUT,SEMILIGUDA,HATIMUNDA,,20,10,12.194119777433908,12.177246496290191,23.2,8.0,0.0,8,24.509861236151885,False,"{""bixa orellana"": 574.947, ""bombax ceiba"": 240.722, ""bridelia squamosa/retusa"": 1022.571, ""cipadessa baccifera"": 0.318, ""diospyros ferrea"": 1.592, ""emblica officinal"": 240.722, ""euphorbia nivulia"": 1.273, ""ficus benghalensis"": 574.947, ""holarrhena antidysenterica"": 448.339, ""lantana camara"": 0.318, ""mimosa pudica"": 1.432, ""pongamia pinnata"": 1149.894, ""schefflera venulosa"": 1.273, ""tamarindus indica"": 574.947, ""ziziphus oenoplia"": 0.716}",150.0,4.0,2.226675486599213,12.08814035956184,-1289592151.0,4.0,0.18054128549216195,7.444128001539615,289.0,4.0,47.38891859310937,80.38976647315863
18.591333_82.817649,18.591333,82.817649,KORAPUT,SEMILIGUDA,BILAPUT,,33,17,5.240125965915105,5.3808247648217025,6.0,28.0,0.0,7,10.298261023593229,False,"{""bauhinia vahlii"": 0.318, ""buchanania lanzan"": 178.254, ""cipadessa baccifera"": 16.075, ""emblica officinal"": 42.096, ""holarrhena antidysenterica"": 5.093, ""lannea coromandelica"": 123.584, ""lantana camara"": 2.706, ""mangifera indica"": 572.003, ""psidium guajava"": 1.989, ""syzygium cumini"": 173.956, ""termanalia chebula"": 223.056, ""terminalia bellirica"": 164.407}",77.0,5.0,2.577746006208779,14.665258745148002,-2029800470.0,5.0,0.6018081800995118,14.665258745148002,291.0,5.0,5.5039875227063355,10.889619521789154
18.591473_82.819057,18.591473,82.819057,KORAPUT,SEMILIGUDA,HATIMUNDA,,18,9,6.449071800412534,6.596098290453045,6.8,8.0,0.0,9,17.365572679582357,False,"{""anacardium occidentale"": 240.722, ""anacardium semecarpus"": 764.262, ""bixa orellana"": 240.722, ""cassia florid"": 161.144, ""cipadessa baccifera"": 9.947, ""diospyros ferrea"": 6.446, ""diospyros melanoxylon"": 240.722, ""euphorbia nivulia"": 15.597, ""gardenia gummifera"": 2.865, ""leea asiatica"": 11.459, ""mangifera indica"": 240.722, ""mimosa rubicaulis"": 17.905, ""psidium guajava"": 97.482, ""syzygium cumini"": 240.722, ""termanalia chebula"": 114.91, ""vitex negundo"": 13.449, ""ziziphus oenoplia"": 11.459}",101.0,4.0,2.537620103269532,13.795949050849048,-829986129.0,4.0,0.25075311943847567,2.5083385481660168,289.0,4.0,47.38891859310937,66.07084198847564
18.591548_82.816364,18.591548,82.816364,KORAPUT,SEMILIGUDA,BILAPUT,,40,23,4.934326690569499,4.9679806580468835,5.4,48.0,0.0,8,12.884630610309092,False,"{""albizia lebbeck"": 248.52, ""anacardium semecarpus"": 161.144, ""bixa orellana"": 7.162, ""buchanania lanzan"": 766.013, ""cassia fistula"": 209.846, ""cipadessa baccifera"": 5.093, ""gardenia gummifera"": 1.273, ""holarrhena antidysenterica"": 100.745, ""mangifera indica"": 1960.073, ""mimosa rubicaulis"": 1.989, ""shrub4 badari"": 1.035, ""syzygium cumini"": 120.003, ""termanalia chebula"": 233.878, ""tree sonda"": 0.716}",64.0,1.0,2.4674166714645542,38.27397111392615,1139776390.0,1.0,0.8926835715809147,0.5251848083457885,290.0,1.0,15.43380882335731,43.030437454705876
18.591818_82.815917,18.591818,82.815917,KORAPUT,SEMILIGUDA,BILAPUT,,30,15,4.706310291249299,4.750978097308141,5.2,38.0,0.0,8,13.941973014850031,False,"{""albizia lebbeck"": 570.73, ""anacardium semecarpus"": 168.386, ""bixa orellana"": 3.263, ""buchanania lanzan"": 435.925, ""cassia fistula"": 71.62, ""cipadessa baccifera"": 6.446, ""holarrhena antidysenterica"": 3.263, ""mangifera indica"": 172.046, ""mimosa rubicaulis"": 1.989, ""pandaka"": 5.252, ""psidium guajava"": 1.273, ""syzygium cumini"": 352.13, ""termanalia chebula"": 140.375, ""tree sonda"": 473.725, ""ziziphus oenoplia"": 0.716}",55.0,1.0,1.464402722557561,1.9934180091937037,1329559466.0,1.0,0.36108553665027626,1.9934180091937037,290.0,1.0,15.43380882335731,57.68853507897675
18.592142_82.814825,18.592142,82.814825,KORAPUT,SEMILIGUDA,BILAPUT,,24,12,3.775982503364738,3.8159760516779584,4.4,33.0,0.0,8,12.069249851135396,False,"{""anacardium semecarpus"": 389.93, ""bixa orellana"": 7.082, ""buchanania lanzan"": 428.127, ""cassia fistula"": 103.132, ""cipadessa baccifera"": 5.65, ""holarrhena antidysenterica"": 53.635, ""mangifera indica"": 133.77, ""pandaka"": 1.989, ""santalum album"": 35.094, ""shrub4 badari"": 0.716, ""syzygium cumini"": 283.455, ""tree sonda"": 93.265, ""ziziphus oenoplia"": 1.432}",55.0,1.0,1.464402722557561,16.374507561132024,315223305.0,1.0,0.5015080908788726,16.374507561132024,290.0,1.0,15.43380882335731,22.78061575356363
18.59228_82.828686,18.59228,82.828686,KORAPUT,SEMILIGUDA,HATIMUNDA,,20,10,16.840235495395767,16.87881693837379,18.2,13.0,0.0,10,13.33718423110083,False,"{""anacardium occidentale"": 49.736, ""anacardium semecarpus"": 97.482, ""arbor tristis"": 0.716, ""bixa orellana"": 49.736, ""bombax ceiba"": 367.966, ""cipadessa baccifera"": 0.318, ""cycas circinalis"": 0.318, ""diospyros melanoxylon"": 240.722, ""emblica officinal"": 140.375, ""flacourtia indica"": 1.035, ""mangifera indica"": 286.479, ""manilkara hexandra"": 0.716, ""mimosa pudica"": 0.318, ""phoenix acaulis"": 0.318, ""rauwolfia serpentina"": 0.716, ""santalum album"": 42.096, ""syzygium cumini"": 198.944, ""termanalia chebula"": 103.132, ""vitex negundo"": 0.318}",191.0,1.0,2.91873425771765,25.732943090018352,1163480168.0,1.0,0.4513509226579793,7.134910188715187,269.0,1.0,41.07017364885817,40.09560309457679
18.592398_82.819353,18.592398,82.819353,KORAPUT,SEMILIGUDA,HATIMUNDA,,18,9,6.608937848156726,6.733275899203101,7.0,13.0,0.0,9,22.281692032865347,False,"{""artocarpus heterophyllus"": 574.947, ""butea monosperma"": 305.896, ""calotropis gigantea"": 5.093, ""cipadessa baccifera"": 1.989, ""diospyros melanoxylon"": 588.555, ""emblica officinal"": 447.623, ""gardenia gummifera"": 11.459, ""holarrhena antidysenterica"": 15.597, ""lantana camara"": 28.727, ""leea asiatica"": 6.446, ""mangifera indica"": 764.262, ""manilkara hexandra"": 6.446, ""psidium guajava"": 215.177, ""santalum album"": 215.177, ""schleichera oleosa"": 215.177, ""syzygium cumini"": 367.966, ""vitex negundo"": 17.905, ""ziziphus oenoplia"": 25.783}",93.0,4.0,2.136416234304465,14.000885259653414,-754399585.0,4.0,0.36108422835336385,0.19416479353538044,289.0,4.0,47.38891859310937,102.66402950099462
18.593711_82.815814,18.593711,82.815814,KORAPUT,SEMILIGUDA,HATIMUNDA,,8,5,5.259385665529011,5.329948039678792,5.4,13.0,0.0,5,9.040000767619656,False,"{""anacardium occidentale"": 6.446, ""butea monosperma"": 53.794, ""emblica officinal"": 38.515, ""mangifera indica"": 121.037, ""pongamia pinnata"": 47.189, ""psidium guajava"": 1.273, ""pterocarpus marsupium"": 81.487}",52.0,4.0,2.3269962705664855,0.9958214967465973,-2134992560.0,4.0,0.18054270752362597,0.9958214967465973,289.0,4.0,47.38891859310937,48.78687144772472
18.594241_82.828147,18.594241,82.828147,KORAPUT,SEMILIGUDA,HATIMUNDA,,20,10,9.214238680959783,9.138582135007018,24.2,13.0,0.0,9,19.13042415964582,False,"{""albizia lebbeck"": 447.623, ""anacardium semecarpus"": 240.722, ""arbor tristis"": 1.273, ""cipadessa baccifera"": 1.989, ""diospyros ferrea"": 1.989, ""diospyros melanoxylon"": 1022.571, ""euphorbia royleana"": 1.273, ""ficus benghalensis"": 161.144, ""holarrhena antidysenterica"": 243.587, ""manilkara hexandra"": 2.865, ""phoenix acaulis"": 0.716, ""pongamia pinnata"": 249.555, ""psidium guajava"": 240.722, ""rauwolfia serpentina"": 1.989, ""syzygium cumini"": 240.722, ""tamarindus indica"": 161.144, ""ziziphus oenoplia"": 1.432}",184.0,5.0,2.607805581196511,6.385399874257835,349146753.0,5.0,0.7221617044584102,6.385399874257835,276.0,5.0,9.645891074575259,6.777013662108215
18.594449_82.811828,18.594449,82.811828,KORAPUT,SEMILIGUDA,HATIMUNDA,,10,6,6.061852705061082,6.127745788014504,6.0,18.0,0.0,5,15.225822889124656,False,"{""anacardium occidentale"": 5.093, ""artocarpus heterophyllus"": 296.108, ""bixa orellana"": 276.054, ""bombax ceiba"": 154.062, ""mangifera indica"": 11.539, ""pterocarpus marsupium"": 161.144, ""santalum album"": 3.899, ""syzygium cumini"": 232.048}",17.0,5.0,2.938846721881156,2.6503909396407885,183063102.0,5.0,0.6419324845754052,2.5225893217836126,282.0,5.0,4.605498075571133,5.375316163178933
18.594997_82.814868,18.594997,82.814868,KORAPUT,SEMILIGUDA,HATIMUNDA,,9,5,6.436106045728713,6.547694524495677,6.4,8.0,0.0,4,11.58647985708998,False,"{""ailanthus excelsa"": 5.093, ""anacardium occidentale"": 2.865, ""bauhinia vahlii"": 5.093, ""ficus benghalensis"": 215.177, ""mangifera indica"": 173.956, ""other"": 1.989, ""terminalia bellirica"": 86.66, ""terminalia elliptica"": 76.474}",48.0,4.0,2.768323780035576,17.72023886309883,1275560890.0,4.0,0.31093487907141776,7.720238468481201,289.0,4.0,47.38891859310937,66.14881290619223
18.595014_82.827976,18.595014,82.827976,KORAPUT,SEMILIGUDA,HATIMUNDA,,20,10,11.288791619534747,11.279825448090532,18.0,23.0,0.0,8,19.7670439320134,False,"{""anacardium occidentale"": 240.722, ""anacardium semecarpus"": 688.345, ""bombax ceiba"": 249.555, ""cipadessa baccifera"": 2.308, ""diospyros melanoxylon"": 240.722, ""euphorbia nivulia"": 1.273, ""ficus benghalensis"": 249.555, ""gardenia gummifera"": 0.716, ""holarrhena antidysenterica"": 381.097, ""indigofera cassioides"": 0.318, ""mangifera indica"": 616.248, ""melastoma malabathricum"": 0.716, ""phoenix acaulis"": 1.273, ""psidium guajava"": 561.499, ""vitex negundo"": 0.716, ""woodfordia fruticosa"": 1.035}",181.0,5.0,1.4643836188207455,14.349011541244266,76980330.0,5.0,0.28084072950164357,11.069492391747465,276.0,5.0,9.645891074575259,10.706316117543171
18.595431_82.826381,18.595431,82.826381,KORAPUT,SEMILIGUDA,HATIMUNDA,,7,4,4.844187168355042,4.934710533027289,4.5200000000000005,38.0,0.0,3,9.310564170875878,False,"{""buchanania lanzan"": 9.629, ""diospyros melanoxylon"": 20.372, ""pitamari"": 0.318, ""schleichera oleosa"": 91.992, ""syzygium cumini"": 199.66, ""ziziphus oenoplia"": 7.958}",169.0,1.0,2.196578613902612,17.632799234835886,-689241775.0,1.0,0.35105152196618267,8.371389273233824,269.0,1.0,41.07017364885817,51.83186404966666
18.595601_82.827027,18.595601,82.827027,KORAPUT,SEMILIGUDA,HATIMUNDA,,20,10,10.06623711340206,10.081293103448276,13.2,13.0,0.0,10,10.440564266828336,False,"{""aegle marmelos"": 62.389, ""anacardium semecarpus"": 140.375, ""annona squamosa"": 0.318, ""bixa orellana"": 42.096, ""cipadessa baccifera"": 0.318, ""cycas circinalis"": 0.318, ""diospyros melanoxylon"": 140.375, ""emblica officinal"": 31.831, ""euphorbia nivulia"": 0.318, ""holarrhena antidysenterica"": 0.318, ""lantana camara"": 0.318, ""mangifera indica"": 161.144, ""manilkara hexandra"": 0.318, ""oroxylum indicum"": 62.389, ""rauwolfia serpentina"": 0.318, ""syzygium cumini"": 71.62, ""termanalia chebula"": 161.144, ""terminalia bellirica"": 49.736, ""woodfordia fruticosa"": 0.318, ""ziziphus oenoplia"": 0.318}",167.0,1.0,1.0230641967587093,7.051497371961038,-651724862.0,1.0,0.3711113983691162,7.051497371961038,269.0,1.0,41.07017364885817,7.125413541247962
18.595819_82.826677,18.595819,82.826677,KORAPUT,SEMILIGUDA,HATIMUNDA,,20,10,9.307566506759706,9.291279336818391,15.4,13.0,0.0,9,21.10394545398532,False,"{""anacardium semecarpus"": 267.699, ""artocarpus heterophyllus"": 249.555, ""bombax ceiba"": 240.722, ""cipadessa baccifera"": 1.989, ""diospyros ferrea"": 1.273, ""diospyros melanoxylon"": 616.248, ""euphorbia nivulia"": 0.318, ""euphorbia royleana"": 0.637, ""holarrhena antidysenterica"": 234.037, ""mangifera indica"": 240.722, ""mimosa pudica"": 1.989, ""mimosa rubicaulis"": 2.308, ""phoenix dactylifera"": 616.248, ""santalum album"": 907.263, ""syzygium cumini"": 267.699, ""ziziphus oenoplia"": 0.716}",167.0,1.0,1.0230641967587093,6.828359287037823,-651724862.0,1.0,0.3711113983691162,6.828359287037823,269.0,1.0,41.07017364885817,6.155771129735561
18.596046_82.825038,18.596046,82.825038,KORAPUT,SEMILIGUDA,HATIMUNDA,,10,1,1.8869068798558717,2.1,1.7399999999999998,0.0,0.0,1,5.092958178940651,False,"{""aegle marmelos"": 20.372, ""cipadessa baccifera"": 4.38, ""lantana camara"": 10.585}",149.0,1.0,2.928778434611351,10.070696417492904,-1049153432.0,1.0,0.46138239241921836,0.07044622209502031,269.0,1.0,41.07017364885817,81.45621855967323
18.596091_82.825235,18.596091,82.825235,KORAPUT,SEMILIGUDA,HATIMUNDA,,9,7,5.087125348865428,5.117184621053925,5.4,48.0,0.0,4,10.049497835231106,False,"{""aegle marmelos"": 7.958, ""buchanania lanzan"": 49.736, ""diospyros melanoxylon"": 65.094, ""syzygium cumini"": 274.463, ""tree tangiachina"": 258.547}",149.0,1.0,2.928778434611351,17.442027067544757,-1049153432.0,1.0,0.46138239241921836,17.442027067544757,269.0,1.0,41.07017364885817,94.49260879828313
18.596228_82.824514,18.596228,82.824514,KORAPUT,SEMILIGUDA,HATIMUNDA,,9,0,1.4542706964520367,,1.54,0.0,0.0,0,,True,"{""cipadessa baccifera"": 4.158, ""lantana camara"": 10.982}",140.0,0.0,2.9388121109149417,5.580700099287797,-1481676685.0,0.0,0.3911725306186472,5.580700099287797,,,,
18.596347_82.826101,18.596347,82.826101,KORAPUT,SEMILIGUDA,HATIMUNDA,,20,10,9.974495488889598,9.962460830082495,14.6,13.0,0.0,9,17.37971978563497,False,"{""anacardium occidentale"": 183.346, ""anacardium semecarpus"": 308.283, ""bombax ceiba"": 240.722, ""cipadessa baccifera"": 1.035, ""diospyros ferrea"": 1.432, ""diospyros melanoxylon"": 240.722, ""euphorbia royleana"": 1.273, ""ficus benghalensis"": 240.722, ""holarrhena antidysenterica"": 0.318, ""indigofera cassioides"": 0.318, ""lantana camara"": 0.318, ""madhuca indica"": 249.555, ""pongamia pinnata"": 168.386, ""pterocarpus marsupium"": 616.248, ""rauwolfia serpentina"": 0.716, ""syzygium cumini"": 240.722, ""ziziphus oenoplia"": 1.989}",167.0,1.0,1.0230641967587093,1.7838636878258882,-241247126.0,1.0,0.3410214826906576,1.7838636878258882,269.0,1.0,41.07017364885817,26.010872748861633
18.596368_82.824083,18.596368,82.824083,KORAPUT,SEMILIGUDA,HATIMUNDA,,10,1,3.1975740740740743,4.0,2.808,0.0,0.0,1,5.729577951308232,False,"{""aegle marmelos"": 25.783, ""cipadessa baccifera"": 6.127, ""lantana camara"": 11.061}",140.0,0.0,2.9388121109149417,4.688055267627729,-1525591920.0,0.0,0.3410221766760071,4.688055267627729,,,,
18.596488_82.814043,18.596488,82.814043,KORAPUT,SEMILIGUDA,HATIMUNDA,,9,5,4.983390075312082,5.028571428571428,4.8,18.0,0.0,5,13.560001151429484,False,"{""anacardium occidentale"": 5.093, ""artocarpus heterophyllus"": 245.815, ""bixa orellana"": 133.77, ""diospyros melanoxylon"": 58.012, ""holarrhena antidysenterica"": 1.273, ""magnolia champaca"": 161.144, ""mangifera indica"": 5.093, ""schleichera oleosa"": 161.144}",30.0,4.0,2.778358366496406,2.944321097677253,-1147530924.0,4.0,0.3610860499565746,2.944321097677253,289.0,4.0,47.38891859310937,74.00118595948852
18.596536_82.825133,18.596536,82.825133,KORAPUT,SEMILIGUDA,HATIMUNDA,,19,10,7.8976691581431915,7.888987435328899,12.6,23.0,0.0,8,14.292113889652203,False,"{""artocarpus heterophyllus"": 147.139, ""bixa orellana"": 240.722, ""bridelia squamosa/retusa"": 168.386, ""cipadessa baccifera"": 0.318, ""diospyros ferrea"": 1.353, ""ficus benghalensis"": 140.375, ""gardenia gummifera"": 0.318, ""holarrhena antidysenterica"": 280.908, ""indigofera cassioides"": 0.318, ""mangifera indica"": 315.206, ""manilkara hexandra"": 0.318, ""mimosa pudica"": 0.318, ""pongamia pinnata"": 161.144, ""syzygium cumini"": 161.144, ""woodfordia fruticosa"": 0.318}",162.0,1.0,2.688053042008575,24.169676064789915,-491522930.0,1.0,0.16048087223936833,5.622135033999614,269.0,1.0,41.07017364885817,67.98663995756651
18.596726_82.822897,18.596726,82.822897,KORAPUT,SEMILIGUDA,HATIMUNDA,,10,0,1.3018717993996116,,1.4200000000000002,0.0,0.0,0,,True,"{""cipadessa baccifera"": 3.051, ""lantana camara"": 1.455}",140.0,0.0,2.9388121109149417,13.429110199592621,-814667831.0,0.0,0.42126304612305293,6.956532129925357,,,,
18.596943_82.824312,18.596943,82.824312,KORAPUT,SEMILIGUDA,HATIMUNDA,,19,10,14.1649067852271,14.16815415821501,24.4,8.0,0.0,9,13.496339174192723,False,"{""albizia lebbeck"": 240.722, ""anacardium semecarpus"": 97.482, ""bridelia squamosa/retusa"": 249.555, ""cipadessa baccifera"": 1.592, ""diospyros melanoxylon"": 49.736, ""ficus benghalensis"": 240.722, ""gardenia gummifera"": 0.716, ""lantana camara"": 1.035, ""madhuca indica"": 240.722, ""mangifera indica"": 49.736, ""syzygium cumini"": 303.111, ""termanalia chebula"": 97.482, ""vitex negundo"": 0.318, ""woodfordia fruticosa"": 1.432, ""ziziphus oenoplia"": 0.716}",149.0,1.0,2.928778434611351,2.295521042396281,-420427907.0,1.0,0.5817434139479841,2.295521042396281,269.0,1.0,41.07017364885817,2.223959435787456
18.59697_82.823822,18.59697,82.823822,KORAPUT,SEMILIGUDA,HATIMUNDA,,7,5,5.240778237520909,5.260682996602897,5.2,28.0,0.0,3,14.64225476445437,False,"{""climber2 nihali"": 0.318, ""diospyros melanoxylon"": 13.449, ""holarrhena antidysenterica"": 161.144, ""mangifera indica"": 232.048, ""schleichera oleosa"": 496.961}",149.0,1.0,2.928778434611351,1.0424756269552726,992111672.0,1.0,0.1805411608001794,0.5488082508163212,269.0,1.0,41.07017364885817,6.614303786112726
18.597175_82.821483,18.597175,82.821483,KORAPUT,SEMILIGUDA,HATIMUNDA,,4,0,5.875969267139479,,3.3825,8.0,0.0,0,,True,"{""mangifera indica"": 1.989, ""schleichera oleosa"": 6.446, ""syzygium cumini"": 53.794, ""woodfordia fruticosa"": 5.093}",117.0,1.0,2.6680058573961705,28.978195361574052,1274975925.0,1.0,0.42126367088294076,3.452392868045735,269.0,1.0,41.07017364885817,29.49632754516053
18.59731_82.823396,18.59731,82.823396,KORAPUT,SEMILIGUDA,HATIMUNDA,,11,2,2.9003229093189127,3.2499999999999996,2.2399999999999998,0.0,0.0,2,5.092958178940651,False,"{""bixa orellana"": 20.372, ""cipadessa baccifera"": 4.492, ""lantana camara"": 5.531, ""syzygium cumini"": 20.372}",149.0,1.0,2.928778434611351,12.718573923857779,-1794463913.0,1.0,0.5817440760769368,12.718573923857779,269.0,1.0,41.07017364885817,24.251732903889515
18.59736_82.822354,18.59736,82.822354,KORAPUT,SEMILIGUDA,HATIMUNDA,,7,4,5.924412217095144,5.962394303515798,4.2,23.0,0.0,4,9.54929658551372,False,"{""aegle marmelos"": 0.318, ""buchanania lanzan"": 3.899, ""diospyros melanoxylon"": 58.012, ""magnolia champaca"": 240.722, ""other"": 38.515, ""pitamari"": 0.318, ""santalum album"": 20.372}",149.0,1.0,2.928778434611351,5.806700871096736,172788332.0,1.0,0.32096247082367374,5.806700871096736,269.0,1.0,41.07017364885817,2.15571799669374
18.597398_82.824837,18.597398,82.824837,KORAPUT,SEMILIGUDA,HATIMUNDA,,6,3,6.402404809619238,6.822350845948353,5.0,48.0,0.0,3,8.700470222356946,False,"{""buchanania lanzan"": 71.461, ""holarrhena antidysenterica"": 5.093, ""morinda tinctoria"": 53.794, ""syzygium cumini"": 66.925, ""tree tendka"": 1.273}",162.0,1.0,2.688053042008575,11.920734463239228,-2097381611.0,1.0,0.7923741257040838,10.494876511316118,269.0,1.0,41.07017364885817,26.431144629247832
18.597412_82.823824,18.597412,82.823824,KORAPUT,SEMILIGUDA,HATIMUNDA,,18,9,7.002101471029719,6.954455087655882,25.0,13.0,0.0,8,13.54585404537687,False,"{""anacardium occidentale"": 147.139, ""anacardium semecarpus"": 210.244, ""bridelia squamosa/retusa"": 147.139, ""cipadessa baccifera"": 0.716, ""diospyros ferrea"": 1.035, ""emblica officinal"": 133.77, ""euphorbia royleana"": 0.318, ""gardenia gummifera"": 0.716, ""gmelina arborea"": 140.375, ""mangifera indica"": 240.722, ""phoenix acaulis"": 0.716, ""rauwolfia serpentina"": 0.318, ""syzygium cumini"": 140.375, ""terminalia bellirica"": 161.144, ""vitex negundo"": 0.318, ""woodfordia fruticosa"": 0.318}",149.0,1.0,2.928778434611351,20.03301464508393,-215115358.0,1.0,0.30090190721339244,0.26492407862913697,269.0,1.0,41.07017364885817,35.36615353192659
18.59743_82.823241,18.59743,82.823241,KORAPUT,SEMILIGUDA,HATIMUNDA,,18,9,6.694858342077649,6.491753013322055,36.8,8.0,0.0,9,9.761503176302915,False,"{""anacardium semecarpus"": 49.736, ""cipadessa baccifera"": 2.626, ""diospyros ferrea"": 0.318, ""emblica officinal"": 49.736, ""ficus benghalensis"": 161.144, ""holarrhena antidysenterica"": 35.094, ""indigofera cassioides"": 0.318, ""jasminum arborescens"": 0.318, ""lantana camara"": 0.716, ""mangifera indica"": 62.389, ""mimosa pudica"": 0.716, ""santalum album"": 232.048, ""syzygium cumini"": 49.736, ""termanalia chebula"": 66.925, ""terminalia bellirica"": 45.837, ""ziziphus oenoplia"": 0.716}",149.0,1.0,2.928778434611351,18.708119503168398,-1794463913.0,1.0,0.5817440760769368,18.708119503168398,269.0,1.0,41.07017364885817,25.7712540813618
18.597682_82.819763,18.597682,82.819763,KORAPUT,SEMILIGUDA,HATIMUNDA,,27,10,4.13753034986337,4.21120629775411,5.014,28.0,0.0,3,14.164789935178684,False,"{""aegle marmelos"": 305.1, ""anacardium occidentale"": 1003.313, ""buchanania lanzan"": 438.711, ""cipadessa baccifera"": 13.926, ""cycas circinalis"": 0.716, ""holarrhena antidysenterica"": 13.687, ""jasminum arborescens"": 0.318, ""ziziphus oenoplia"": 0.637}",111.0,1.0,2.537615696349315,15.50665793778233,2078727103.0,1.0,0.6619864852024105,4.493342362238864,269.0,1.0,41.07017364885817,61.45014086475549
18.598169_82.819834,18.598169,82.819834,KORAPUT,SEMILIGUDA,HATIMUNDA,,9,4,23.75418163160595,25.942695035460993,12.26,18.0,0.0,4,8.992254284692088,False,"{""aegle marmelos"": 1.273, ""anacardium occidentale"": 45.837, ""buchanania lanzan"": 41.38, ""cipadessa baccifera"": 7.958, ""emblica officinal"": 1.989, ""syzygium cumini"": 169.659, ""termanalia chebula"": 42.096}",111.0,1.0,2.537615696349315,27.486850359082254,772221672.0,1.0,0.48144487804171815,8.312431689529298,269.0,1.0,41.07017364885817,29.55852126074655
18.598548_82.821378,18.598548,82.821378,KORAPUT,SEMILIGUDA,HATIMUNDA,,7,4,6.203328232593728,6.34748717948718,5.8,28.0,0.0,2,10.90211360179483,False,"{""mangifera indica"": 366.295, ""morinda tinctoria"": 49.736}",130.0,1.0,2.557670133479829,0.8290547354927588,-462115259.0,1.0,0.4112334628493083,0.8290547354927588,269.0,1.0,41.07017364885817,70.39339776481941
18.598995_82.819166,18.598995,82.819166,KORAPUT,SEMILIGUDA,HATIMUNDA,,9,5,4.671417747892793,4.718774672351176,4.6,23.0,0.0,3,11.140846016432674,False,"{""aegle marmelos"": 1.989, ""bixa orellana"": 52.143, ""cipadessa baccifera"": 2.585, ""mangifera indica"": 175.09, ""pterocarpus marsupium"": 280.749}",97.0,5.0,1.4744266377011943,25.121761888475344,1845562515.0,5.0,0.48144539786271395,19.7986371444946,261.0,5.0,17.305230625224038,53.7652524786386
