plot_key,lat6,lon6,district,block,habitation,site_polygon,n_records,n_trees,loreys_h_m,loreys_h_tree_m,h_top5_m,crown_cover_pct,sal_ba_frac,n_species,dbh_mean_cm,no_tree_record,sp_ba_json,v120_merged_id,v120_merged_cluster,v120_merged_area_ha,v120_merged_bdist_m,v120_snic_id,v120_snic_cluster,v120_snic_area_ha,v120_snic_bdist_m,v120_dissolved_id,v120_dissolved_cluster,v120_dissolved_area_ha,v120_dissolved_bdist_m,current_merged_id,current_merged_cluster,current_merged_area_ha,current_merged_bdist_m,current_snic_id,current_snic_cluster,current_snic_area_ha,current_snic_bdist_m,current_dissolved_id,current_dissolved_cluster,current_dissolved_area_ha,current_dissolved_bdist_m
18.59731_82.823396,18.59731,82.823396,KORAPUT,SEMILIGUDA,HATIMUNDA,,11,2,2.9003229093189127,3.2499999999999996,2.2399999999999998,0.0,0.0,2,5.092958178940651,False,"{""bixa orellana"": 20.372, ""cipadessa baccifera"": 4.492, ""lantana camara"": 5.531, ""syzygium cumini"": 20.372}",,,,,,,,,,,,,,,,,,,,,,,,
18.59736_82.822354,18.59736,82.822354,KORAPUT,SEMILIGUDA,HATIMUNDA,,7,4,5.924412217095144,5.962394303515798,4.2,23.0,0.0,4,9.54929658551372,False,"{""aegle marmelos"": 0.318, ""buchanania lanzan"": 3.899, ""diospyros melanoxylon"": 58.012, ""magnolia champaca"": 240.722, ""other"": 38.515, ""pitamari"": 0.318, ""santalum album"": 20.372}",,,,,,,,,,,,,,,,,,,,,,,,
18.597398_82.824837,18.597398,82.824837,KORAPUT,SEMILIGUDA,HATIMUNDA,,6,3,6.402404809619238,6.822350845948353,5.0,48.0,0.0,3,8.700470222356946,False,"{""buchanania lanzan"": 71.461, ""holarrhena antidysenterica"": 5.093, ""morinda tinctoria"": 53.794, ""syzygium cumini"": 66.925, ""tree tendka"": 1.273}",,,,,,,,,,,,,,,,,,,,,,,,
18.597412_82.823824,18.597412,82.823824,KORAPUT,SEMILIGUDA,HATIMUNDA,,18,9,7.002101471029719,6.954455087655882,25.0,13.0,0.0,8,13.54585404537687,False,"{""anacardium occidentale"": 147.139, ""anacardium semecarpus"": 210.244, ""bridelia squamosa/retusa"": 147.139, ""cipadessa baccifera"": 0.716, ""diospyros ferrea"": 1.035, ""emblica officinal"": 133.77, ""euphorbia royleana"": 0.318, ""gardenia gummifera"": 0.716, ""gmelina arborea"": 140.375, ""mangifera indica"": 240.722, ""phoenix acaulis"": 0.716, ""rauwolfia serpentina"": 0.318, ""syzygium cumini"": 140.375, ""terminalia bellirica"": 161.144, ""vitex negundo"": 0.318, ""woodfordia fruticosa"": 0.318}",,,,,,,,,,,,,,,,,,,,,,,,
18.59743_82.823241,18.59743,82.823241,KORAPUT,SEMILIGUDA,HATIMUNDA,,18,9,6.694858342077649,6.491753013322055,36.8,8.0,0.0,9,9.761503176302915,False,"{""anacardium semecarpus"": 49.736, ""cipadessa baccifera"": 2.626, ""diospyros ferrea"": 0.318, ""emblica officinal"": 49.736, ""ficus benghalensis"": 161.144, ""holarrhena antidysenterica"": 35.094, ""indigofera cassioides"": 0.318, ""jasminum arborescens"": 0.318, ""lantana camara"": 0.716, ""mangifera indica"": 62.389, ""mimosa pudica"": 0.716, ""santalum album"": 232.048, ""syzygium cumini"": 49.736, ""termanalia chebula"": 66.925, ""terminalia bellirica"": 45.837, ""ziziphus oenoplia"": 0.716}",,,,,,,,,,,,,,,,,,,,,,,,
18.597682_82.819763,18.597682,82.819763,KORAPUT,SEMILIGUDA,HATIMUNDA,,27,10,4.13753034986337,4.21120629775411,5.014,28.0,0.0,3,14.164789935178684,False,"{""aegle marmelos"": 305.1, ""anacardium occidentale"": 1003.313, ""buchanania lanzan"": 438.711, ""cipadessa baccifera"": 13.926, ""cycas circinalis"": 0.716, ""holarrhena antidysenterica"": 13.687, ""jasminum arborescens"": 0.318, ""ziziphus oenoplia"": 0.637}",,,,,,,,,,,,,,,,,,,,,,,,
18.598169_82.819834,18.598169,82.819834,KORAPUT,SEMILIGUDA,HATIMUNDA,,9,4,23.75418163160595,25.942695035460993,12.26,18.0,0.0,4,8.992254284692088,False,"{""aegle marmelos"": 1.273, ""anacardium occidentale"": 45.837, ""buchanania lanzan"": 41.38, ""cipadessa baccifera"": 7.958, ""emblica officinal"": 1.989, ""syzygium cumini"": 169.659, ""termanalia chebula"": 42.096}",,,,,,,,,,,,,,,,,,,,,,,,
18.598548_82.821378,18.598548,82.821378,KORAPUT,SEMILIGUDA,HATIMUNDA,,7,4,6.203328232593728,6.34748717948718,5.8,28.0,0.0,2,10.90211360179483,False,"{""mangifera indica"": 366.295, ""morinda tinctoria"": 49.736}",,,,,,,,,,,,,,,,,,,,,,,,
18.598995_82.819166,18.598995,82.819166,KORAPUT,SEMILIGUDA,HATIMUNDA,,9,5,4.671417747892793,4.718774672351176,4.6,23.0,0.0,3,11.140846016432674,False,"{""aegle marmelos"": 1.989, ""bixa orellana"": 52.143, ""cipadessa baccifera"": 2.585, ""mangifera indica"": 175.09, ""pterocarpus marsupium"": 280.749}",,,,,,,,,,,,,,,,,,,,,,,,
18.602419_82.818844,18.602419,82.818844,KORAPUT,SEMILIGUDA,HATIMUNDA,,15,5,4.9410596026490055,5.051547710411871,4.8,18.0,0.0,3,12.350423583931079,False,"{""aegle marmelos"": 0.716, ""anacardium occidentale"": 24.908, ""cipadessa baccifera"": 1.989, ""madhuca indica"": 140.375, ""mangifera indica"": 241.04, ""mimosa pudica"": 0.716, ""pongamia pinnata"": 3.979, ""syzygium cumini"": 244.621, ""ziziphus oenoplia"": 2.546}",,,,,,,,,,,,,,,,,,,,,,,,
18.604711_82.818115,18.604711,82.818115,KORAPUT,SEMILIGUDA,HATIMUNDA,,15,6,4.728705067128627,4.877546401086464,5.0,18.0,0.0,2,8.169953745383962,False,"{""acacia auriculiformis"": 231.491, ""anacardium occidentale"": 120.082, ""bixa orellana"": 1.989, ""buchanania lanzan"": 2.865, ""climber2 nihali"": 2.865, ""grewia eriocarpa"": 0.318, ""pandaka"": 0.716, ""shrub bhandari"": 2.865, ""termanalia chebula"": 1.989, ""ziziphus oenoplia"": 2.308}",,,,,,,,,,,,,,,,,,,,,,,,
18.614284_82.839737,18.614284,82.839737,KORAPUT,SEMILIGUDA,BARIGUDA,,17,12,8.783990871053632,8.925670972232965,10.0,48.0,0.0,5,10.000235590940758,False,"{""hadjam"": 38.515, ""other"": 66.925, ""pterocarpus marsupium"": 296.665, ""syzygium cumini"": 402.503, ""terminalia bellirica"": 241.438}",,,,,,,,,,,,,,,,,,,,,,,,
18.614533_82.839458,18.614533,82.839458,KORAPUT,SEMILIGUDA,BARIGUDA,,15,10,7.578799169313462,7.860804466438269,9.4,58.0,0.0,4,8.88084582452776,False,"{""hadjam"": 132.735, ""other"": 162.577, ""syzygium cumini"": 289.185, ""terminalia bellirica"": 66.925}",,,,,,,,,,,,,,,,,,,,,,,,
18.615426_82.839528,18.615426,82.839528,KORAPUT,SEMILIGUDA,BARIGUDA,,13,6,10.696006364359587,11.172695772695771,10.6,58.0,0.0,5,10.769484482551585,False,"{""bixa orellana"": 2.546, ""hadjam"": 7.958, ""ichnocarpus frutescens"": 62.389, ""mangifera indica"": 198.944, ""other"": 85.546, ""pterocarpus marsupium"": 159.871, ""shrub bhandari"": 6.446, ""syzygium cumini"": 76.474}",,,,,,,,,,,,,,,,,,,,,,,,
18.615788_82.855314,18.615788,82.855314,KORAPUT,SEMILIGUDA,KONDASRIMUNDA,,12,0,1.2032085561497323,,1.4,0.0,0.0,0,,True,"{""cassia fistula"": 3.263, ""cipadessa baccifera"": 4.854, ""lantana camara"": 10.425, ""shrub22 indirabuta"": 11.22}",,,,,,,,,,,,,,,,,,,,,,,,
18.615818_82.85548,18.615818,82.85548,KORAPUT,SEMILIGUDA,KONDASRIMUNDA,,9,0,1.517817109144543,,1.7,0.0,0.0,0,,True,"{""aegle marmelos"": 0.716, ""cipadessa baccifera"": 3.263, ""lantana camara"": 4.854, ""shrub22 indirabuta"": 18.144}",,,,,,,,,,,,,,,,,,,,,,,,
18.615834_82.855468,18.615834,82.855468,KORAPUT,SEMILIGUDA,KONDASRIMUNDA,,7,0,1.3458937198067638,,1.6,0.0,0.0,0,,True,"{""albizia lebbeck"": 1.273, ""cassia fistula"": 5.093, ""cipadessa baccifera"": 1.273, ""shrub22 indirabuta"": 8.833}",,,,,,,,,,,,,,,,,,,,,,,,
18.616194_82.856297,18.616194,82.856297,KORAPUT,SEMILIGUDA,KONDASRIMUNDA,,9,0,1.0003603603603604,,1.2,0.0,0.0,0,,True,"{""bixa orellana"": 5.093, ""cipadessa baccifera"": 11.698, ""lantana camara"": 6.446, ""shrub22 indirabuta"": 3.263}",,,,,,,,,,,,,,,,,,,,,,,,
18.616558_82.841079,18.616558,82.841079,KORAPUT,SEMILIGUDA,BARIGUDA,,17,9,8.107583242762573,8.71648,9.4,63.0,0.0,5,9.86760647169751,False,"{""albizia lebbeck"": 62.389, ""anacardium semecarpus"": 38.515, ""bauhinia vahlii"": 19.417, ""bixa orellana"": 5.093, ""hadjam"": 61.195, ""other"": 23.396, ""pterocarpus marsupium"": 62.389, ""syzygium cumini"": 533.01}",,,,,,,,,,,,,,,,,,,,,,,,
18.616631_82.839986,18.616631,82.839986,KORAPUT,SEMILIGUDA,BARIGUDA,,13,7,8.692373238509152,9.04871020856202,9.2,58.0,0.0,6,10.004024994347706,False,"{""albizia lebbeck"": 161.144, ""bauhinia vahlii"": 1.273, ""bixa orellana"": 7.958, ""hadjam"": 71.62, ""ichnocarpus frutescens"": 120.401, ""other"": 64.776, ""pterocarpus marsupium"": 49.736, ""syzygium cumini"": 127.324}",,,,,,,,,,,,,,,,,,,,,,,,
18.616679_82.843587,18.616679,82.843587,KORAPUT,SEMILIGUDA,BARIGUDA,,13,6,6.534508920526222,7.080769994046437,7.2,68.0,0.0,4,8.965728460843438,False,"{""anacardium semecarpus"": 49.736, ""bauhinia vahlii"": 3.899, ""bixa orellana"": 5.093, ""hadjam"": 13.449, ""ichnocarpus frutescens"": 76.474, ""mangifera indica"": 140.375, ""other"": 142.364, ""pitamari"": 5.093, ""ziziphus oenoplia"": 5.093}",,,,,,,,,,,,,,,,,,,,,,,,
18.616705_82.856253,18.616705,82.856253,KORAPUT,SEMILIGUDA,KONDASRIMUNDA,,11,0,1.1312968299711816,,1.346,0.0,0.0,0,,True,"{""cipadessa baccifera"": 7.958, ""dhudur nai"": 0.318, ""lantana camara"": 9.947, ""shrub22 indirabuta"": 9.39}",,,,,,,,,,,,,,,,,,,,,,,,
18.616708_82.839955,18.616708,82.839955,KORAPUT,SEMILIGUDA,BARIGUDA,,17,9,7.521226294585831,8.017945219855179,9.0,53.0,0.0,3,10.00907753222364,False,"{""bixa orellana"": 11.459, ""hadjam"": 11.459, ""mangifera indica"": 488.685, ""other"": 248.52, ""syzygium cumini"": 49.736}",,,,,,,,,,,,,,,,,,,,,,,,
18.616768_82.842999,18.616768,82.842999,KORAPUT,SEMILIGUDA,BARIGUDA,,18,10,10.17824655369216,10.814908342686119,12.4,58.0,0.0,4,10.185916357881302,False,"{""bixa orellana"": 11.459, ""buchanania lanzan"": 31.831, ""holarrhena antidysenterica"": 21.645, ""other"": 343.536, ""syzygium cumini"": 448.101, ""termanalia chebula"": 49.736}",,,,,,,,,,,,,,,,,,,,,,,,
18.616998_82.84222,18.616998,82.84222,KORAPUT,SEMILIGUDA,BARIGUDA,,14,8,6.6649926241599715,7.453469010175763,8.4,63.0,0.0,5,8.236268305005584,False,"{""anacardium semecarpus"": 53.794, ""bixa orellana"": 19.417, ""ichnocarpus frutescens"": 62.389, ""mangifera indica"": 175.946, ""other"": 119.127, ""syzygium cumini"": 49.736, ""ziziphus oenoplia"": 5.093}",,,,,,,,,,,,,,,,,,,,,,,,
18.617277_82.841366,18.617277,82.841366,KORAPUT,SEMILIGUDA,BARIGUDA,,17,12,9.111511072928598,9.709102028335542,11.4,58.0,0.0,6,8.939202636994787,False,"{""ailanthus excelsa"": 97.482, ""albizia lebbeck"": 202.763, ""grewia eriocarpa"": 5.093, ""other"": 228.387, ""syzygium cumini"": 116.183, ""termanalia chebula"": 134.008, ""terminalia bellirica"": 49.736}",,,,,,,,,,,,,,,,,,,,,,,,
18.624624_82.933586,18.624624,82.933586,KORAPUT,SEMILIGUDA,KHASUGUDA,,3,2,4.550139240275932,4.5772477064220185,3.433333333333333,48.0,0.0,2,5.252113122032546,False,"{""arbor tristis"": 0.351, ""artocarpus heterophyllus"": 22.998, ""mangifera indica"": 20.372}",,,,,,,,,,,,,,,,,,,,,,,,
18.637046_82.971078,18.637046,82.971078,KORAPUT,SEMILIGUDA,KHASUGUDA,,35,15,4.42978942208515,4.888239457243264,6.4,33.0,0.0,12,22.366574669181027,False,"{""aganosma caryophyllata"": 1.989, ""albizia lebbeck"": 236.982, ""arbor tristis"": 2.865, ""artocarpus heterophyllus"": 147.139, ""bauhinia vahlii"": 548.209, ""bauhinia variegata"": 1010.395, ""bixa orellana"": 338.204, ""bombax ceiba"": 548.209, ""calotropis gigantea"": 1.989, ""cipadessa baccifera"": 1.989, ""combretum roxburghii"": 1.989, ""diospyros melanoxylon"": 1.989, ""emblica officinal"": 13.449, ""euphorbia nivulia"": 26.897, ""gardenia gummifera"": 13.449, ""gmelina arborea"": 147.139, ""mangifera indica"": 1.989, ""other"": 161.144, ""pongamia pinnata"": 147.139, ""pterocarpus marsupium"": 1674.071, ""santalum album"": 496.643, ""syzygium cumini"": 580.836, ""termanalia chebula"": 755.827, ""terminalia bellirica"": 616.248, ""ziziphus oenoplia"": 315.525}",,,,,,,,,,,,,,,,,,,,,,,,
18.637227_82.968882,18.637227,82.968882,KORAPUT,SEMILIGUDA,KHASUGUDA,,24,10,8.20760012658558,8.260449558557287,7.0,38.0,0.0,10,53.47606087887683,False,"{""aganosma caryophyllata"": 1.989, ""anacardium occidentale"": 548.209, ""arbor tristis"": 1.989, ""bauhinia vahlii"": 5.093, ""bixa orellana"": 548.209, ""bombax ceiba"": 19894.368, ""cassia fistula"": 1.989, ""diospyros melanoxylon"": 11.539, ""emblica officinal"": 461.629, ""euphorbia nivulia"": 296.108, ""gmelina arborea"": 3.899, ""indigofera cassioides"": 5.093, ""jasminum arborescens"": 6.446, ""mangifera indica"": 24600.261, ""pongamia pinnata"": 223.533, ""psidium guajava"": 1.989, ""syzygium cumini"": 429.161, ""tamarindus indica"": 616.248, ""termanalia chebula"": 548.209, ""terminalia arjuna"": 574.947, ""woodfordia fruticosa"": 1.989}",,,,,,,,,,,,,,,,,,,,,,,,
18.637924_82.967885,18.637924,82.967885,KORAPUT,SEMILIGUDA,KHASUGUDA,,24,10,5.751251227543181,5.616152149944874,13.8,33.0,0.0,8,22.600001919049138,False,"{""albizia lebbeck"": 242.711, ""bauhinia vahlii"": 6.446, ""cipadessa baccifera"": 387.861, ""diospyros ferrea"": 1.273, ""diospyros melanoxylon"": 191.066, ""emblica officinal"": 254.648, ""euphorbia nivulia"": 223.533, ""ficus religiosa"": 616.248, ""haldina cordifolia"": 168.386, ""indigofera cassioides"": 147.139, ""jasminum arborescens"": 1.273, ""mangifera indica"": 1.989, ""pongamia pinnata"": 561.499, ""psidium guajava"": 1.273, ""smilax zeylanica"": 5.093, ""syzygium cumini"": 2035.433, ""termanalia chebula"": 267.699, ""ziziphus oenoplia"": 396.694}",,,,,,,,,,,,,,,,,,,,,,,,
18.6389_82.971745,18.6389,82.971745,KORAPUT,SEMILIGUDA,KHASUGUDA,,26,13,4.463643396500879,5.063444432536706,6.8,58.0,0.0,11,21.620586884637476,False,"{""albizia lebbeck"": 1232.655, ""anacardium occidentale"": 779.939, ""artocarpus heterophyllus"": 223.533, ""bauhinia vahlii"": 240.722, ""bombax ceiba"": 401.15, ""cipadessa baccifera"": 13.449, ""diospyros melanoxylon"": 424.068, ""emblica officinal"": 173.479, ""euphorbia nivulia"": 20.372, ""gardenia gummifera"": 91.992, ""gmelina arborea"": 147.139, ""saraca asoca"": 1.273, ""smilax zeylanica"": 133.77, ""syzygium cumini"": 417.066, ""termanalia chebula"": 705.136, ""terminalia bellirica"": 563.488, ""wrightia arborea"": 147.139, ""ziziphus oenoplia"": 301.201}",,,,,,,,,,,,,,,,,,,,,,,,
18.639738_82.971846,18.639738,82.971846,KORAPUT,SEMILIGUDA,KHASUGUDA,,29,11,7.939191120585781,8.701042264295276,8.0,63.0,0.0,10,32.872730064071476,False,"{""albizia lebbeck"": 907.581, ""bauhinia vahlii"": 629.697, ""bombax ceiba"": 9750.23, ""calotropis gigantea"": 42.096, ""cipadessa baccifera"": 133.77, ""climber11 mardhamal"": 548.209, ""emblica officinal"": 11.459, ""euphorbia nivulia"": 147.139, ""ficus religiosa"": 224.806, ""gmelina arborea"": 548.209, ""mangifera indica"": 1.273, ""mimosa pudica"": 17.905, ""pitamari"": 161.144, ""pongamia pinnata"": 240.722, ""saraca asoca"": 424.068, ""syzygium cumini"": 915.061, ""tamarindus indica"": 713.173, ""termanalia chebula"": 688.266, ""terminalia bellirica"": 825.696, ""ziziphus oenoplia"": 240.722}",,,,,,,,,,,,,,,,,,,,,,,,
18.639916_82.968455,18.639916,82.968455,KORAPUT,SEMILIGUDA,KHASUGUDA,,15,6,5.826089461450969,6.237853439521085,6.2,28.0,0.0,6,24.085448054573494,False,"{""bauhinia vahlii"": 2.865, ""cassia fistula"": 616.248, ""cipadessa baccifera"": 1.273, ""euphorbia nivulia"": 223.533, ""ficus religiosa"": 147.139, ""jasminum arborescens"": 2.865, ""mangifera indica"": 894.132, ""mimosa pudica"": 1.989, ""morinda tinctoria"": 588.555, ""syzygium cumini"": 3.263, ""termanalia chebula"": 186.211, ""terminalia bellirica"": 550.199}",,,,,,,,,,,,,,,,,,,,,,,,
18.640693_82.972283,18.640693,82.972283,KORAPUT,SEMILIGUDA,KHASUGUDA,,26,9,5.568594503213712,6.197808103939804,7.0,43.0,0.0,8,21.008452488130185,False,"{""artocarpus heterophyllus"": 1737.972, ""bauhinia vahlii"": 713.81, ""cassia florid"": 0.716, ""cipadessa baccifera"": 147.855, ""climber11 mardhamal"": 42.096, ""emblica officinal"": 161.144, ""euphorbia nivulia"": 92.946, ""gmelina arborea"": 561.499, ""jasminum arborescens"": 0.716, ""lagerstroemia parviflora"": 0.716, ""mangifera indica"": 0.318, ""pongamia pinnata"": 240.722, ""saraca asoca"": 223.533, ""syzygium cumini"": 208.254, ""termanalia chebula"": 232.048, ""terminalia bellirica"": 249.555, ""ziziphus oenoplia"": 140.375}",,,,,,,,,,,,,,,,,,,,,,,,
18.641832_82.972375,18.641832,82.972375,KORAPUT,SEMILIGUDA,KHASUGUDA,,26,11,5.91779884160368,5.939787850651358,6.8,38.0,0.0,9,17.796416363911934,False,"{""aganosma caryophyllata"": 13.449, ""albizia lebbeck"": 588.873, ""bauhinia vahlii"": 1019.069, ""cipadessa baccifera"": 0.637, ""emblica officinal"": 526.246, ""euphorbia nivulia"": 2.865, ""gmelina arborea"": 215.177, ""jasminum arborescens"": 0.318, ""mangifera indica"": 249.555, ""mimosa pudica"": 0.716, ""pterocarpus marsupium"": 223.533, ""santalum album"": 0.318, ""saraca asoca"": 147.139, ""syzygium cumini"": 212.79, ""tamarindus indica"": 232.048, ""terminalia bellirica"": 439.745, ""ziziphus oenoplia"": 1.989}",,,,,,,,,,,,,,,,,,,,,,,,
18.641893_82.969522,18.641893,82.969522,KORAPUT,SEMILIGUDA,KHASUGUDA,,21,9,6.315400737702093,7.329091680300551,8.2,28.0,0.0,7,22.52926638878607,False,"{""acacia auriculiformis"": 168.386, ""aganosma caryophyllata"": 0.318, ""albizia lebbeck"": 459.639, ""artocarpus heterophyllus"": 5.093, ""bombax ceiba"": 240.722, ""cassia florid"": 1.273, ""cipadessa baccifera"": 20.372, ""diospyros melanoxylon"": 3.899, ""emblica officinal"": 2.865, ""euphorbia nivulia"": 66.925, ""ocimum sanctum"": 223.533, ""pongamia pinnata"": 168.386, ""pterocarpus marsupium"": 183.346, ""saraca asoca"": 496.643, ""smilax zeylanica"": 13.449, ""syzygium cumini"": 2214.959, ""termanalia chebula"": 193.055, ""ziziphus oenoplia"": 154.062}",,,,,,,,,,,,,,,,,,,,,,,,
18.644529_82.974055,18.644529,82.974055,KORAPUT,SEMILIGUDA,KHASUGUDA,,23,10,10.048558120168467,10.269672343604679,9.0,48.0,0.0,7,21.294931385695598,False,"{""bauhinia vahlii"": 134.088, ""cipadessa baccifera"": 5.285, ""diospyros melanoxylon"": 206.981, ""holoptelea integrifolia"": 0.716, ""jasminum arborescens"": 0.716, ""mangifera indica"": 3151.347, ""other"": 624.047, ""pitamari"": 11.459, ""santalum album"": 806.199, ""syzygium cumini"": 147.457, ""termanalia chebula"": 140.375, ""terminalia bellirica"": 147.139, ""ziziphus oenoplia"": 0.351}",,,,,,,,,,,,,,,,,,,,,,,,
18.652406_82.811505,18.652406,82.811505,KORAPUT,SEMILIGUDA,SAKIAGUDA,,14,8,6.57339947089947,7.388440607993997,8.2,68.0,0.0,5,8.156690833459637,False,"{""aegle marmelos"": 9.629, ""bixa orellana"": 7.958, ""bridelia squamosa/retusa"": 62.389, ""emblica officinal"": 38.515, ""holarrhena antidysenterica"": 50.373, ""other"": 124.618, ""pterocarpus marsupium"": 187.803}",,,,,,,,,,,,,,,,,,,,,,,,
18.652437_82.811106,18.652437,82.811106,KORAPUT,SEMILIGUDA,SAKIAGUDA,,16,10,6.660500525486073,6.85917592843589,7.8,58.0,0.0,6,8.594366926962348,False,"{""bauhinia vahlii"": 1.273, ""bixa orellana"": 49.736, ""bridelia squamosa/retusa"": 66.925, ""holarrhena antidysenterica"": 201.729, ""other"": 133.133, ""pterocarpus marsupium"": 76.474, ""streblus asper"": 76.474}",,,,,,,,,,,,,,,,,,,,,,,,
18.65244_82.811768,18.65244,82.811768,KORAPUT,SEMILIGUDA,SAKIAGUDA,,17,10,6.683410285714285,7.38390014010954,8.8,68.0,0.0,9,8.817183847291002,False,"{""albizia lebbeck"": 76.474, ""bixa orellana"": 116.183, ""cassia fistula"": 50.373, ""emblica officinal"": 62.389, ""holarrhena antidysenterica"": 67.641, ""mangifera indica"": 103.132, ""other"": 35.094, ""pterocarpus marsupium"": 49.736, ""schleichera oleosa"": 53.794, ""streblus asper"": 81.487}",,,,,,,,,,,,,,,,,,,,,,,,
18.652644_82.812857,18.652644,82.812857,KORAPUT,SEMILIGUDA,SAKIAGUDA,,13,7,6.11568361581921,6.536737989503433,7.2,78.0,0.0,3,8.457948404312152,False,"{""bixa orellana"": 165.919, ""other"": 82.124, ""pterocarpus marsupium"": 174.513}",,,,,,,,,,,,,,,,,,,,,,,,
18.652647_82.812143,18.652647,82.812143,KORAPUT,SEMILIGUDA,SAKIAGUDA,,16,12,9.54607604964352,10.042982334121577,10.6,58.0,0.0,7,7.400704853773134,False,"{""bixa orellana"": 78.463, ""cassia fistula"": 25.783, ""haldina cordifolia"": 81.487, ""other"": 36.287, ""schleichera oleosa"": 259.98, ""shrub4 badari"": 35.094, ""unidentified tree"": 85.625}",,,,,,,,,,,,,,,,,,,,,,,,
18.652919_82.810902,18.652919,82.810902,KORAPUT,SEMILIGUDA,SAKIAGUDA,,22,14,8.093434569004021,8.347792647285033,10.0,58.0,0.0,9,9.458350903746922,False,"{""aegle marmelos"": 56.42, ""bixa orellana"": 179.049, ""emblica officinal"": 49.736, ""holarrhena antidysenterica"": 3.899, ""other"": 233.48, ""pitamari"": 3.899, ""psidium guajava"": 31.831, ""pterocarpus marsupium"": 216.849, ""schleichera oleosa"": 62.389, ""syzygium cumini"": 169.102, ""terminalia bellirica"": 62.389}",,,,,,,,,,,,,,,,,,,,,,,,
18.653207_82.811814,18.653207,82.811814,KORAPUT,SEMILIGUDA,KHARAGUDA,,13,7,7.510416925948974,8.46235045742435,8.6,78.0,0.0,4,6.275252041909016,False,"{""albizia lebbeck"": 66.925, ""bixa orellana"": 52.203, ""grewia eriocarpa"": 7.958, ""holarrhena antidysenterica"": 5.093, ""indigofera cassioides"": 5.093, ""other"": 81.567, ""pitamari"": 5.093, ""pterocarpus marsupium"": 31.831}",,,,,,,,,,,,,,,,,,,,,,,,
18.653365_82.811206,18.653365,82.811206,KORAPUT,SEMILIGUDA,KHARAGUDA,,15,10,14.622281768864054,15.30783807062877,16.2,63.0,0.0,8,7.289296393608806,False,"{""albizia lebbeck"": 49.736, ""anacardium semecarpus"": 46.155, ""buchanania lanzan"": 46.155, ""holarrhena antidysenterica"": 7.958, ""other"": 12.175, ""pterocarpus marsupium"": 133.77, ""schleichera oleosa"": 76.474, ""termanalia chebula"": 28.727, ""terminalia elliptica"": 45.837, ""unidentified tree"": 37.083}",,,,,,,,,,,,,,,,,,,,,,,,
18.653369_82.81268,18.653369,82.81268,KORAPUT,SEMILIGUDA,SAKIAGUDA,,15,9,9.581158737635421,10.233702956989248,10.2,63.0,0.0,3,7.710172798674042,False,"{""holarrhena antidysenterica"": 57.694, ""other"": 109.339, ""pterocarpus marsupium"": 339.796}",,,,,,,,,,,,,,,,,,,,,,,,
18.676799_82.963237,18.676799,82.963237,KORAPUT,SEMILIGUDA,BARAKANTI,,13,11,7.098069379278516,7.1516237053189,7.8,48.0,0.0,3,10.61997529358647,False,"{""bixa orellana"": 76.474, ""other"": 557.201, ""syzygium cumini"": 399.638, ""tree pitipordo"": 1.273}",,,,,,,,,,,,,,,,,,,,,,,,
18.677433_82.964683,18.677433,82.964683,KORAPUT,SEMILIGUDA,BARAKANTI,,16,13,9.623017165185841,9.65870753703098,10.4,38.0,0.0,4,12.120261050844338,False,"{""bixa orellana"": 236.186, ""gardenia gummifera"": 194.249, ""other"": 889.04, ""shrub1 orli"": 1.273, ""tree pitipordo"": 389.93}",,,,,,,,,,,,,,,,,,,,,,,,
18.678063_82.960975,18.678063,82.960975,KORAPUT,SEMILIGUDA,BARAKANTI,,12,8,9.337366936584479,9.381743119266055,9.8,38.0,0.0,3,11.697888317254307,False,"{""bauhinia vahlii"": 1.989, ""cassia fistula"": 97.482, ""ficus spp"": 1.989, ""leda"": 129.313, ""mimosa pudica"": 1.273, ""other"": 642.588}",,,,,,,,,,,,,,,,,,,,,,,,
18.678762_82.958297,18.678762,82.958297,KORAPUT,SEMILIGUDA,BARAKANTI,,13,8,9.257100288667473,9.096160397099615,11.4,43.0,0.0,4,15.398240744140875,False,"{""gardenia gummifera"": 845.511, ""lagerstroemia parviflora"": 65.333, ""other"": 416.349, ""syzygium cumini"": 127.324, ""tree pitipordo"": 254.648}",,,,,,,,,,,,,,,,,,,,,,,,
18.678843_82.963663,18.678843,82.963663,KORAPUT,SEMILIGUDA,BARAKANTI,,15,10,9.21894829427656,9.26871243277444,9.4,38.0,0.0,4,12.000282709128909,False,"{""albizia lebbeck"": 285.126, ""kunuwa"": 0.716, ""mimosa pudica"": 2.865, ""other"": 362.475, ""shrub golimonji"": 0.716, ""syzygium cumini"": 487.412, ""terminalia bellirica"": 127.324}",,,,,,,,,,,,,,,,,,,,,,,,
18.679113_82.96907,18.679113,82.96907,KORAPUT,SEMILIGUDA,BARAKANTI,,11,6,8.26830318690784,8.35526124290496,8.4,38.0,0.0,2,10.345071300973197,False,"{""bixa orellana"": 1.989, ""gardenia gummifera"": 215.177, ""kunuwa"": 0.716, ""tree pitipordo"": 336.454}",,,,,,,,,,,,,,,,,,,,,,,,
