plot_key,lat,lon,gps_acc_m,alt_m,district,block,habitation,site_polygon,n_trees,loreys_h_m,h_top5_m,h_mean_m,h_max_m,dbh_mean_cm,basal_area_cm2,crown_cover_pct,n_species,dominant_sp,sp_dominance,eth_chm,eth_chm_3x3,eth_chm_std_3x3,eth_sd,eth_sd_3x3,ndvi_amplitude,ndvi_mean,meta_chm,meta_chm_3x3,glad_chm,gedi_n_50m,gedi_rh98_50m,vh_iqr,vh_p10,vh_p50,vh_p90,vv_iqr,vv_minus_vh_median,vv_p10,vv_p50,vv_p90,ndvi_seasonal_diff,off_B11,off_B12,off_B4,off_B5,off_B6,off_B7,off_B8,off_B8A,off_nbr,off_ndmi,off_ndre,off_ndvi,on_B11,on_B4,on_B8,on_ndvi,meta_mean_15m,meta_p95_15m,meta_mean_30m,meta_p95_30m
18.597398_82.824837,18.5974,82.8248,4.595,935.7,KORAPUT,SEMILIGUDA,HATIMUNDA,,6,6.4024,5.0,4.3333,9.0,5.6765,198.5458,48.0,5,Charkauli Buchanania lanzan,0.3333,15,15.333333015441896,0.4714045207910317,5,5.0,0.1842483720708503,0.7096255726471136,0,0.0,8,,,0.0,-8.696277618408203,-8.696277618408203,-8.696277618408203,0.0,7.548692226409912,-1.1475847959518433,-1.1475847959518433,-1.1475847959518433,0.3247217833995819,0.2132000029087066,0.1275749951601028,0.0566000007092952,0.1063250005245208,0.1563999950885772,0.1781000047922134,0.1843499988317489,0.2057999968528747,0.182014912366867,-0.0725694894790649,0.2684269249439239,0.5301929712295532,0.1491000056266784,0.0199999995529651,0.2556999921798706,0.8549147844314575,0.020871342432332657,0.0,0.008777050990297589,0.0
18.597412_82.823824,18.5974,82.8238,4.617,870.4716,KORAPUT,SEMILIGUDA,HATIMUNDA,,18,7.0021,25.0,13.2222,41.0,7.162,1325.3628,13.0,16,Kala Bhalia Anacardium Semecarpus,0.1111,13,13.333333015441896,0.4714045207910317,6,5.777777671813965,0.2292367036253945,0.7255123892607652,0,0.0,14,,,0.0,-14.047515869140623,-14.047515869140623,-14.047515869140623,0.0,6.212360382080078,-7.835155487060547,-7.835155487060547,-7.835155487060547,0.3316966593265533,0.2440000027418136,0.1480000019073486,0.0638333335518837,0.1130999997258186,0.1553000062704086,0.1763499975204467,0.1814000010490417,0.2087000012397766,0.1013964787125587,-0.147155612707138,0.2319184988737106,0.4794073700904846,0.1764000058174133,0.0296000000089406,0.2838000059127807,0.8111039996147156,0.001230624354591032,0.0,0.05351046155271814,0.0
18.59743_82.823241,18.5974,82.8232,4.988,882.2477,KORAPUT,SEMILIGUDA,HATIMUNDA,,18,6.6949,36.8,19.6111,41.0,5.3052,758.3733,8.0,16,Pitmari Cipadessa baccifera,0.1667,13,13.0,0.0,6,5.888888835906982,0.2142308153159457,0.680212142803263,0,0.0,6,,,0.0,-13.863402366638184,-13.863402366638184,-13.863402366638184,0.0,2.7240195274353027,-11.13938331604004,-11.13938331604004,-11.13938331604004,0.3224983215332031,0.2718000113964081,0.1685999929904937,0.0694999992847442,0.1162500008940696,0.1526499986648559,0.1715999990701675,0.1863333284854889,0.2025000005960464,0.0499624349176883,-0.1865541338920593,0.2316166311502456,0.4566775262355804,0.2393999993801117,0.0351000018417835,0.2827999889850616,0.7791758179664612,0.0,0.0,0.0,0.0
18.597682_82.819763,18.5977,82.8198,5.0,929.0,KORAPUT,SEMILIGUDA,HATIMUNDA,,27,4.1375,5.014,2.523,5.57,6.378,1776.4079,28.0,9,Bela Aegle marmelos,0.2593,15,14.777777671813965,0.4157397096415625,6,6.0,0.2031563921409426,0.7624782412682841,0,0.0,7,,,0.0,-11.581639289855955,-11.581639289855955,-11.581639289855955,0.0,7.172997951507568,-4.408641815185547,-4.408641815185547,-4.408641815185547,0.2549743950366974,0.2334000021219253,0.1421999931335449,0.0569499991834163,0.1152999997138977,0.1724250018596649,0.1952999979257583,0.2129749953746795,0.2243166714906692,0.1992679685354232,-0.0457574911415576,0.2975401580333709,0.5780309438705444,0.1717000007629394,0.0296999998390674,0.3260000050067901,0.8330053687095642,0.0,0.0,0.0,0.0
18.598169_82.819834,18.5982,82.8198,4.76,945.0,KORAPUT,SEMILIGUDA,HATIMUNDA,,9,23.7542,12.26,7.8111,44.0,5.3759,310.193,18.0,7,Charkauli Buchanania lanzan,0.2222,16,15.777777671813965,0.4157397096415625,6,6.0,0.2207454933744372,0.7315582480630256,0,0.0,8,,,0.0,-9.267740249633787,-9.267740249633787,-9.267740249633787,0.0,4.2115888595581055,-5.056151866912842,-5.056151866912842,-5.056151866912842,0.3009593784809112,0.2450666725635528,0.150299996137619,0.0623500011861324,0.1177999973297119,0.1759999990463256,0.1990749984979629,0.2098000049591064,0.2276500016450882,0.1652318835258484,-0.07753187417984,0.2808302938938141,0.5417968034744263,0.1723999977111816,0.0266999993473291,0.3129000067710876,0.8427562117576599,0.0,0.0,0.0,0.0
18.598548_82.821378,18.5985,82.8214,5.295,961.6,KORAPUT,SEMILIGUDA,HATIMUNDA,,7,6.2033,5.8,5.1429,8.0,7.6394,416.031,28.0,2,Amba Mangifera indica,0.8571,19,19.11111068725586,0.3142696805273187,6,6.333333492279053,0.1045601925463572,0.8214610362215683,2,1.7777777910232544,11,,,0.0,-14.439640998840332,-14.439640998840332,-14.439640998840332,0.0,2.9061267375946045,-11.533514022827148,-11.533514022827148,-11.533514022827148,0.1468686908483505,0.1853999942541122,0.0958200022578239,0.0397999994456768,0.1124999970197677,0.2205124944448471,0.2573499977588653,0.2387666702270507,0.2870500087738037,0.4272336065769195,0.1258153170347213,0.3594610095024109,0.7142515182495117,0.151199996471405,0.0211999993771314,0.2840999960899353,0.8611202239990234,1.530629170077636,5.0,1.1810886636047198,6.0
18.598995_82.819166,18.599,82.8192,6.1,890.7,KORAPUT,SEMILIGUDA,HATIMUNDA,,9,4.6714,4.6,3.4,5.0,6.9215,512.5577,23.0,5,Amba Mangifera indica,0.3333,17,17.0,0.0,7,6.777777671813965,0.2052351677386089,0.7362046635558502,0,0.0,11,,,0.0,-10.473167419433594,-10.473167419433594,-10.473167419433594,0.0,9.041380882263184,-1.4317864179611206,-1.4317864179611206,-1.4317864179611206,0.2642835974693298,0.2469999939203262,0.1471000015735626,0.0612500011920928,0.1240999996662139,0.1992000043392181,0.2259999960660934,0.2319999933242797,0.2515999972820282,0.2239514589309692,-0.0313152410089969,0.3030047714710235,0.582267701625824,0.1859000027179718,0.0296999998390674,0.3574000000953674,0.8465512990951538,0.0,0.0,0.0,0.0
18.602419_82.818844,18.6024,82.8188,4.985,889.4,KORAPUT,SEMILIGUDA,HATIMUNDA,,15,4.9411,4.8,3.3,6.0,5.4113,660.8909,18.0,9,Amba Mangifera indica,0.2,20,19.66666603088379,0.816496580927726,6,6.222222328186035,0.158415844741163,0.7441647605554003,0,0.7777777910232544,10,,,0.0,-9.64121150970459,-9.64121150970459,-9.64121150970459,0.0,5.754787921905518,-3.886423349380493,-3.886423349380493,-3.886423349380493,0.2395022511482238,0.209999993443489,0.1208000034093856,0.0557500012218952,0.1155000030994415,0.1951999962329864,0.2247499972581863,0.2307000011205673,0.2463500052690506,0.3126600384712219,0.0469707287847995,0.3327556252479553,0.610752284526825,0.1601999998092651,0.025000000372529,0.3088999986648559,0.8502545952796936,1.270993836671802,9.0,0.8542789208768337,7.000000000000001
18.604711_82.818115,18.6047,82.8181,15.487,946.3,KORAPUT,SEMILIGUDA,HATIMUNDA,,15,4.7287,5.0,2.7373,7.0,4.1168,367.4888,18.0,10,Akasia Acacia auriculiformis,0.2,11,10.44444465637207,0.6849348892187711,5,5.0,0.2316022534435474,0.3952617350841642,0,0.0,5,,,0.0,-18.22144317626953,-18.22144317626953,-18.22144317626953,0.0,14.585929870605469,-3.635514259338379,-3.635514259338379,-3.635514259338379,0.4493838250637054,0.3051500022411346,0.2167000025510788,0.109866663813591,0.1417800039052963,0.1853999942541122,0.2049999982118606,0.2125999927520752,0.2318000048398971,-0.0095504308119416,-0.1787542253732681,0.1998419761657714,0.3185859024524688,0.2064999938011169,0.0460000000894069,0.3504999876022339,0.7679697275161743,0.0,0.0,0.0,0.0
18.614284_82.839737,18.6143,82.8397,3.7,925.9,KORAPUT,SEMILIGUDA,BARIGUDA,,17,8.784,10.0,5.7341,11.0,7.6582,1046.0459,48.0,5,Other,0.3529,19,18.88888931274414,0.7370277311900736,5,5.0,0.1497400741297371,0.80513470999483,3,2.777777671813965,15,,,0.0,-15.22437572479248,-15.22437572479248,-15.22437572479248,0.0,9.697395324707031,-5.526980876922607,-5.526980876922607,-5.526980876922607,0.1897801607847213,0.1829999983310699,0.1078500002622604,0.0406499989330768,0.0956000015139579,0.1623000055551529,0.1876000016927719,0.2018000036478042,0.2123000025749206,0.303407073020935,0.0488565489649772,0.3570948243141174,0.6646731495857239,0.1342000067234039,0.0200999993830919,0.2560999989509582,0.8544532656669617,2.432267591165897,5.0,1.4282723996494124,4.0
18.614533_82.839458,18.6145,82.8395,4.744,924.6,KORAPUT,SEMILIGUDA,BARIGUDA,,15,7.5788,9.4,5.1473,12.0,6.7057,651.4212,58.0,4,Other,0.4667,18,18.22222137451172,0.4157397096415625,5,5.0,0.1720108416180409,0.7672900237313196,1,0.7777777910232544,15,,,0.0,-10.454559326171877,-10.454559326171877,-10.454559326171877,0.0,2.241174697875977,-8.213384628295898,-8.213384628295898,-8.213384628295898,0.2126565873622894,0.1926999986171722,0.1172666698694229,0.0455200001597404,0.1017500013113021,0.1650999933481216,0.188033327460289,0.1968999952077865,0.2137999981641769,0.2534748017787933,0.0107802879065275,0.3186003565788269,0.6244534254074097,0.1425999999046325,0.0248000007122755,0.2797000110149383,0.8371100425720215,0.33278050920452185,1.0,0.842139615427388,4.0
18.615426_82.839528,18.6154,82.8395,4.85,969.5,KORAPUT,SEMILIGUDA,BARIGUDA,,13,10.696,10.6,4.5569,16.0,6.0724,600.1733,58.0,8,Other,0.3077,22,21.55555534362793,0.4969039949999985,6,6.0,0.1184537206923086,0.8085746321492707,12,12.0,19,0.0,12.133913040161133,0.0,-11.094504356384276,-11.094504356384276,-11.094504356384276,0.0,6.607362270355225,-4.487142562866211,-4.487142562866211,-4.487142562866211,0.1390237063169479,0.1751399934291839,0.0950800031423568,0.0358285717666149,0.0967999994754791,0.1918999999761581,0.2258999943733215,0.2269999980926513,0.2496999949216842,0.4095876812934875,0.1289600580930709,0.4021000564098358,0.7273616790771484,0.1358000040054321,0.0189999993890523,0.2653999924659729,0.8663854002952576,11.505427194282321,14.000000000000004,10.917810540137717,14.000000000000004
18.615788_82.855314,18.6158,82.8553,4.618,840.4939,KORAPUT,SEMILIGUDA,KONDASRIMUNDA,,12,1.2032,1.4,1.1083,2.0,1.6977,29.762,0.0,4,Unidentified shrub22 Indirabuta,0.4167,11,10.666666984558104,0.4714045207910317,5,4.888888835906982,0.2623016857027254,0.5894633891741111,0,0.0,4,,,0.0,-15.37451457977295,-15.37451457977295,-15.37451457977295,0.0,8.139586448669434,-7.234927654266357,-7.234927654266357,-7.234927654266357,0.443975418806076,0.2804999947547912,0.1923999935388565,0.0773999989032745,0.1115000024437904,0.1361999958753585,0.1515000015497207,0.1597333401441574,0.1731999963521957,-0.0927678942680358,-0.2743242084980011,0.1778296679258346,0.3472026884555816,0.2293999940156936,0.0373999997973442,0.3208000063896179,0.7911781072616577,0.0,0.0,0.0,0.0
18.615818_82.85548,18.6158,82.8555,4.509,839.7809,KORAPUT,SEMILIGUDA,KONDASRIMUNDA,,9,1.5178,1.7,1.34,2.0,1.8745,26.9768,0.0,4,Unidentified shrub22 Indirabuta,0.4444,11,10.666666984558104,0.4714045207910317,5,5.0,0.252822034916446,0.6229378162259496,0,0.0,5,,,0.0,-13.135091781616213,-13.135091781616213,-13.135091781616213,0.0,6.076056480407715,-7.059035301208496,-7.059035301208496,-7.059035301208496,0.4249745607376098,0.2872999906539917,0.1941000074148178,0.0760999992489814,0.1111000031232833,0.1434500068426132,0.1597000062465667,0.167600005865097,0.1860000044107437,-0.0732651352882385,-0.2631347477436065,0.2027269452810287,0.3754616379737854,0.2477999925613403,0.0366000011563301,0.3301999866962433,0.8004361987113953,0.0,0.0,0.00498211125567999,0.0
18.615834_82.855468,18.6158,82.8555,4.837,832.5234,KORAPUT,SEMILIGUDA,KONDASRIMUNDA,,7,1.3459,1.6,1.3857,2.0,1.6825,16.4725,0.0,4,Unidentified shrub22 Indirabuta,0.5714,11,10.666666984558104,0.4714045207910317,5,5.0,0.252822034916446,0.6229378162259496,0,0.0,5,,,0.0,-13.135091781616213,-13.135091781616213,-13.135091781616213,0.0,6.076056480407715,-7.059035301208496,-7.059035301208496,-7.059035301208496,0.4249745607376098,0.2872999906539917,0.1941000074148178,0.0760999992489814,0.1111000031232833,0.1434500068426132,0.1597000062465667,0.167600005865097,0.1860000044107437,-0.0732651352882385,-0.2631347477436065,0.2027269452810287,0.3754616379737854,0.2477999925613403,0.0366000011563301,0.3301999866962433,0.8004361987113953,0.0,0.0,0.00498211125567999,0.0
18.616194_82.856297,18.6162,82.8563,4.934,867.9384,KORAPUT,SEMILIGUDA,KONDASRIMUNDA,,9,1.0004,1.2,1.0644,2.0,1.8038,26.4993,0.0,4,Pitmari Cipadessa baccifera,0.4444,10,10.222222328186035,0.4157397096415474,5,5.0,0.2350071510004871,0.6002271016523613,0,0.0,4,,,0.0,-15.822214126586914,-15.822214126586914,-15.822214126586914,0.0,6.483533382415772,-9.3386812210083,-9.3386812210083,-9.3386812210083,0.4196057021617889,0.3041999936103821,0.2051666676998138,0.0888666659593582,0.1254999935626983,0.1633999943733215,0.1816000044345855,0.1907750070095062,0.2074999958276748,-0.0363479480147361,-0.2291529923677444,0.206386849284172,0.3644247055053711,0.2621000111103058,0.0425999984145164,0.3519000113010406,0.7840304374694824,0.0,0.0,0.0,0.0
18.616558_82.841079,18.6166,82.8411,4.586,1000.2,KORAPUT,SEMILIGUDA,BARIGUDA,,17,8.1076,9.4,4.2388,12.0,6.6096,805.4036,63.0,8,Jamu Koli Syzygium cumini,0.2941,17,16.88888931274414,0.3142696805273187,6,5.666666507720947,0.115255416235215,0.8254856447824972,6,5.333333492279053,15,,,0.0,-10.942816734313965,-10.942816734313965,-10.942816734313965,0.0,6.698736190795898,-4.244080066680908,-4.244080066680908,-4.244080066680908,0.1103899851441383,0.1523333340883255,0.0850749984383583,0.0283400006592273,0.0788666680455207,0.1544499993324279,0.178849995136261,0.1871500015258789,0.1972499936819076,0.3749655485153198,0.1025578081607818,0.4070546925067901,0.7369715571403503,0.1116999983787536,0.0175000000745058,0.2117999941110611,0.8473615646362305,6.022762774972182,9.0,4.507179111076985,10.0
18.616631_82.839986,18.6166,82.84,4.94,976.6,KORAPUT,SEMILIGUDA,BARIGUDA,,13,8.6924,9.2,4.7738,11.0,6.3907,604.2317,58.0,8,Other,0.3846,17,17.33333396911621,0.4714045207910317,6,6.0,0.090352974047878,0.8537412178681816,8,8.333333015441895,16,,,0.0,-12.20205307006836,-12.20205307006836,-12.20205307006836,0.0,5.795496940612793,-6.406556129455566,-6.406556129455566,-6.406556129455566,0.1101664826273918,0.1715250015258789,0.0926999971270561,0.0341500006616115,0.0943124964833259,0.1888999938964843,0.2198999971151352,0.2431000024080276,0.2451499998569488,0.4478856325149536,0.1726258695125579,0.4409661889076233,0.7536519169807434,0.1393000036478042,0.0204000007361173,0.2791999876499176,0.8638184070587158,8.59191872719686,11.000000000000002,8.466843445141524,12.999999999999998
18.616679_82.843587,18.6167,82.8436,4.188,971.4,KORAPUT,SEMILIGUDA,BARIGUDA,,13,6.5345,7.2,3.7838,10.0,5.5582,441.5754,68.0,9,Other,0.3077,14,14.333333015441896,0.4714045207910317,5,5.222222328186035,0.1939755418848099,0.7562512434690242,1,0.6666666865348816,6,,,0.0,-12.518911361694336,-12.518911361694336,-12.518911361694336,0.0,3.143495321273804,-9.375415802001951,-9.375415802001951,-9.375415802001951,0.3163709044456482,0.2089666724205017,0.1252499967813491,0.0515500009059906,0.1004500016570091,0.153899997472763,0.1781000047922134,0.1755000054836273,0.2026499956846237,0.1670822948217392,-0.0870469883084297,0.2719695568084717,0.5459150075912476,0.147599995136261,0.0197000000625848,0.266400009393692,0.8622859120368958,1.1962636821775927,6.0,1.2173460080777003,6.0
18.616705_82.856253,18.6167,82.8563,4.971,881.8315,KORAPUT,SEMILIGUDA,KONDASRIMUNDA,,11,1.1313,1.346,1.1464,2.0,1.7073,27.6134,0.0,4,Unidentified shrub22 Indirabuta,0.4545,10,10.11111068725586,0.3142696805273589,5,5.222222328186035,0.227175984948573,0.5529701671921522,0,0.0,5,,,0.0,-10.493408203125,-10.493408203125,-10.493408203125,0.0,7.790779113769531,-2.7026286125183105,-2.7026286125183105,-2.7026286125183105,0.3477590382099151,0.3088499903678894,0.2085999995470047,0.0820000022649765,0.1309999972581863,0.1700000017881393,0.1866499930620193,0.1916666626930236,0.2097499966621399,-0.0423051305115222,-0.2341247349977493,0.1880165338516235,0.4007308185100555,0.2633000016212463,0.0458000004291534,0.3183999955654144,0.7484898567199707,0.0,0.0,0.0,0.0
18.616708_82.839955,18.6167,82.84,4.766,978.3,KORAPUT,SEMILIGUDA,BARIGUDA,,17,7.5212,9.0,4.0329,10.0,6.5722,809.8599,53.0,5,Other,0.5882,17,17.22222137451172,0.4157397096415625,6,6.111111164093018,0.1050479412492295,0.8440378376293318,7,6.44444465637207,16,,,0.0,-13.05776596069336,-13.05776596069336,-13.05776596069336,0.0,4.55602502822876,-8.501740455627441,-8.501740455627441,-8.501740455627441,0.1439346671104431,0.1715250015258789,0.0926999971270561,0.0357999987900257,0.0943124964833259,0.1888999938964843,0.2198999971151352,0.2261500060558319,0.2451499998569488,0.4185353517532348,0.1373609155416488,0.4113975763320923,0.7266653776168823,0.1393000036478042,0.0193000007420778,0.2790000140666961,0.8706000447273254,6.716529619781837,9.000000000000002,6.8826954898664265,11.0
18.616768_82.842999,18.6168,82.843,4.25,974.1,KORAPUT,SEMILIGUDA,BARIGUDA,,18,10.1782,12.4,5.54,15.0,6.9498,906.3078,58.0,6,Other,0.4444,17,16.66666603088379,0.4714045207910317,6,5.777777671813965,0.1773699956395372,0.7909510787979546,5,3.3333332538604736,8,,,0.0,-14.020188331604004,-14.020188331604004,-14.020188331604004,0.0,4.279584884643555,-9.74060344696045,-9.74060344696045,-9.74060344696045,0.2582301497459411,0.2031999975442886,0.1194333359599113,0.0502916648983955,0.1024999991059303,0.1618999987840652,0.1842000037431717,0.1995333284139633,0.2119500041007995,0.2511234283447265,-0.0091044530272483,0.3212669789791107,0.5973848104476929,0.1412000060081482,0.0216000005602836,0.2775999903678894,0.855614960193634,2.6885619516370642,5.999999999999999,1.6027068314134347,5.0
18.616998_82.84222,18.617,82.8422,4.786,988.3,KORAPUT,SEMILIGUDA,BARIGUDA,,14,6.665,8.4,4.46,10.0,6.1616,485.5022,63.0,7,Other,0.3571,16,15.88888931274414,0.3142696805273187,6,6.0,0.1388084309804415,0.8228258254961491,0,0.0,8,,,0.0,-14.219732284545898,-14.219732284545898,-14.219732284545898,0.0,3.926344394683838,-10.29338836669922,-10.29338836669922,-10.29338836669922,0.2103358507156372,0.2017000019550323,0.1186999976634979,0.0431500002741813,0.0976499989628791,0.1622750014066696,0.1904499977827072,0.2117999941110611,0.2174749970436096,0.2816944122314453,0.0244256351143121,0.3688802719116211,0.6615022420883179,0.1469999998807907,0.0189999993890523,0.2775000035762787,0.8718380928039551,0.0,0.0,0.06427154110590888,1.0
18.617277_82.841366,18.6173,82.8414,4.771,999.1,KORAPUT,SEMILIGUDA,BARIGUDA,,17,9.1115,11.4,6.1418,17.0,7.3773,833.6536,58.0,7,Other,0.4706,16,15.88888931274414,0.3142696805273187,6,6.0,0.1523318932789094,0.7927395990625359,5,3.222222328186035,16,,,0.0,-11.97694969177246,-11.97694969177246,-11.97694969177246,0.0,6.156618595123291,-5.82033109664917,-5.82033109664917,-5.82033109664917,0.2054069340229034,0.186049997806549,0.1067999973893165,0.0473500005900859,0.1004000008106231,0.1861999928951263,0.2162999957799911,0.2225999981164932,0.2442999929189682,0.351548284292221,0.0894408449530601,0.3783281743526459,0.6491943001747131,0.1420000046491623,0.0237000007182359,0.3023000061511993,0.8546012043952942,3.1027721903620646,5.0,1.8748944382526653,5.0
18.624624_82.933586,18.6246,82.9336,4.923,856.4443,KORAPUT,SEMILIGUDA,KHASUGUDA,,3,4.5501,3.4333,3.4333,5.0,3.7242,43.7207,48.0,3,Ganga Siuli Nyctanthes arbor tristis,0.3333,12,11.777777671813965,1.1331154474650682,4,4.222222328186035,0.2070048996237771,0.5628318637532166,0,0.0,3,,,0.0,-19.240339279174805,-19.240339279174805,-19.240339279174805,0.0,4.354983806610107,-14.88535499572754,-14.88535499572754,-14.88535499572754,0.3654874861240387,0.2785666584968567,0.194433331489563,0.1015666648745536,0.1368999928236007,0.1923333406448364,0.2155400067567825,0.231533333659172,0.2427999973297119,0.087096020579338,-0.0922041460871696,0.2568533420562744,0.3901731073856354,0.2373999953269958,0.049100000411272,0.3528000116348266,0.7556605935096741,0.004092419127913509,0.0,0.015356127958026756,0.0
18.637046_82.971078,18.637,82.9711,4.97,1122.8314,KORAPUT,SEMILIGUDA,KHASUGUDA,,35,4.4298,6.4,2.33,9.0,13.0689,7792.3056,33.0,25,Jamu Koli Syzygium cumini,0.0857,19,18.66666603088379,0.4714045207910317,6,5.777777671813965,0.1494685302573249,0.7559862262093536,2,2.0,10,,,0.0,-10.664226531982422,-10.664226531982422,-10.664226531982422,0.0,-0.0363958552479743,-10.70062255859375,-10.70062255859375,-10.70062255859375,0.1745558977127075,0.2395499944686889,0.1348749995231628,0.0605666674673557,0.1348499953746795,0.2603333294391632,0.2948000133037567,0.3188500106334686,0.3267500102519989,0.4054768979549408,0.1420128941535949,0.405554324388504,0.6807379722595215,0.2215999960899353,0.0340999998152256,0.4372000098228454,0.855293869972229,1.7111038603285318,7.0,0.8306635519584938,3.0
18.637227_82.968882,18.6372,82.9689,4.777,1066.8932,KORAPUT,SEMILIGUDA,KHASUGUDA,,24,8.2076,7.0,2.8275,13.0,24.2446,48782.8999,38.0,21,Aanla Emblica officinal,0.0833,16,16.33333396911621,1.0540925533894598,7,6.44444465637207,0.1809591998805134,0.7513471688437419,11,2.3333332538604736,13,,,0.0,-14.58539581298828,-14.58539581298828,-14.58539581298828,0.0,7.578853130340576,-7.006542205810547,-7.006542205810547,-7.006542205810547,0.241632878780365,0.2062499970197677,0.1222625002264976,0.0560999996960163,0.1032285690307617,0.192560002207756,0.2170285731554031,0.2386000007390976,0.2454250007867813,0.3223873376846313,0.0727211385965347,0.3960213959217071,0.619273841381073,0.1895000040531158,0.0293000005185604,0.3919999897480011,0.860906720161438,2.2282333684587776,12.0,0.6654949569277562,5.0
18.637924_82.967885,18.6379,82.9679,3.79,1028.8727,KORAPUT,SEMILIGUDA,KHASUGUDA,,24,5.7513,13.8,4.3379,43.0,13.9261,5510.2624,33.0,18,Jamu Koli Syzygium cumini,0.125,15,15.0,0.4714045207910317,5,5.222222328186035,0.2071433663820188,0.5853826460499708,0,0.0,8,,,0.0,-10.29468059539795,-10.29468059539795,-10.29468059539795,0.0,0.4516329169273376,-9.843048095703123,-9.843048095703123,-9.843048095703123,0.3444305956363678,0.2687000036239624,0.1809833347797393,0.0823874995112419,0.1193000003695488,0.1731249988079071,0.1951500028371811,0.2019000053405761,0.2234250009059906,0.054629348218441,-0.1419464498758316,0.2571606338024139,0.4203930795192718,0.2621000111103058,0.0528500005602836,0.3966000080108642,0.7648236751556396,0.0,0.0,0.004388194367226344,0.0
18.6389_82.971745,18.6389,82.9717,4.946,1087.733,KORAPUT,SEMILIGUDA,KHASUGUDA,,26,4.4636,6.8,2.8335,9.0,14.0424,6017.5688,58.0,18,Jamu Koli Syzygium cumini,0.1538,17,16.77777862548828,0.6285393610547179,5,5.0,0.170914210897211,0.7085174570740946,1,0.3333333432674408,11,,,0.0,-9.38247013092041,-9.38247013092041,-9.38247013092041,0.0,7.332908153533935,-2.0495617389678955,-2.0495617389678955,-2.0495617389678955,0.2510625720024109,0.238833338022232,0.1449666619300842,0.0667666643857956,0.1161416694521904,0.190650001168251,0.2174499928951263,0.2221000045537948,0.241616666316986,0.2101344019174575,-0.0363031513988971,0.3132622241973877,0.5377336740493774,0.2002499997615814,0.0361000001430511,0.3057500123977661,0.7887962460517883,0.3800730704011382,3.0,0.21870198345948044,2.0
18.639738_82.971846,18.6397,82.9718,4.868,1074.9956,KORAPUT,SEMILIGUDA,KHASUGUDA,,29,7.9392,8.0,3.2083,10.0,18.1327,17171.2268,63.0,20,Bahada Terminalia bellirica,0.1034,20,20.11111068725586,0.5665577237325118,5,5.111111164093018,0.1712230541055658,0.7541947322099782,4,2.6666667461395264,13,,,0.0,-14.680560111999512,-14.680560111999512,-14.680560111999512,0.0,8.476933479309082,-6.203626155853272,-6.203626155853272,-6.203626155853272,0.2618814706802368,0.2371399998664856,0.1395500004291534,0.0647374987602233,0.1239250004291534,0.2197999954223632,0.2524000108242035,0.2580499947071075,0.2851000130176544,0.2980382442474365,0.0422262176871299,0.3511355519294739,0.5988847017288208,0.190200001001358,0.026350000873208,0.3521499931812286,0.8607661724090576,2.2646770906328726,7.000000000000001,2.176090996696036,8.0
18.639916_82.968455,18.6399,82.9685,4.912,918.2227,KORAPUT,SEMILIGUDA,KHASUGUDA,,15,5.8261,6.2,2.788,7.0,11.6289,3218.2721,28.0,12,Harida Termanalia Chebula,0.1333,18,18.0,0.0,7,7.0,0.2145666476183894,0.7695604790532896,0,0.4444444477558136,12,,,0.0,-8.700353622436523,-8.700353622436523,-8.700353622436523,0.0,1.4124960899353027,-7.287857532501221,-7.287857532501221,-7.287857532501221,0.3245759010314941,0.2457428574562072,0.1545599997043609,0.0696500018239021,0.1188142821192741,0.1946285665035247,0.2214249968528747,0.2311200052499771,0.2536124885082245,0.1985065340995788,-0.0306647010147571,0.3209337294101715,0.5368553996086121,0.209099993109703,0.0288500003516674,0.3875499963760376,0.8614313006401062,0.18739870231988412,1.0,0.6266837156109029,4.0
18.640693_82.972283,18.6407,82.9723,4.657,1078.3094,KORAPUT,SEMILIGUDA,KHASUGUDA,,26,5.5686,7.0,3.2269,9.0,12.0468,4754.2765,43.0,17,Panasa Artocarpus heterophyllus,0.1923,23,22.88888931274414,0.7370277311900736,7,6.44444465637207,0.1847283709128825,0.6911394749917565,2,1.5555555820465088,16,,,0.0,-12.907288551330566,-12.907288551330566,-12.907288551330566,0.0,9.184301376342772,-3.7229866981506343,-3.7229866981506343,-3.7229866981506343,0.3043057322502136,0.2932749986648559,0.1775700002908706,0.095839999616146,0.1631791740655899,0.2791000008583069,0.3169833421707153,0.3009499907493591,0.3590333461761474,0.2578366696834564,0.0129159828647971,0.2968372702598572,0.5169233083724976,0.2649999856948852,0.0447999984025955,0.4564000070095062,0.8212290406227112,1.3372379118528028,3.0,1.2970164029020723,5.000000000000001
18.641832_82.972375,18.6418,82.9724,4.967,1010.9517,KORAPUT,SEMILIGUDA,KHASUGUDA,,26,5.9178,6.8,3.285,9.0,10.4797,3874.4679,38.0,17,Jamu Koli Syzygium cumini,0.1154,22,22.0,0.6666666666666666,6,6.0,0.2305358874537372,0.7408715246678622,0,0.5555555820465088,10,,,0.0,-10.014256477355955,-10.014256477355955,-10.014256477355955,0.0,10.987600326538086,0.973343789577484,0.973343789577484,0.973343789577484,0.3133191466331482,0.2822000086307525,0.1832000017166137,0.0882249996066093,0.1514250040054321,0.2185000032186508,0.2475000023841858,0.2632000148296356,0.2773500084877014,0.1792114675045013,-0.0348368175327777,0.2695809602737427,0.4979014098644256,0.2303999960422516,0.0426499992609024,0.4092000126838684,0.8112205266952515,0.3346527239175204,2.0,0.36753270303145835,2.0
